,0030a28c-81aa-44b0-8be0-b35e1dcbf98c_01,0bf573ac-cd1e-42d8-90cf-b30d7b08679c_01,0e251c03-bf86-4ed8-b45d-3cbc97160502_01,0e9fcccc-0630-408d-a121-2c6413824cb7_01,1843c82e-7a35-474f-9f79-c0a9af9aa09c_01,1d0db5d7-39ca-466d-96b3-0d278c5ea768_01,1ea575f1-f731-408b-a629-f5f4abab569e_01,1f971af1-6772-4fe6-8d35-bbe527a037fe_01,25ff86af-beb4-480c-b706-f3fe0306f7cf_01,29aff186-c321-4ff9-b81b-105e27e620ff_01,29e3d122-15a1-4235-a356-b1a9f94ceb39_01,31bbad4e-3789-42ec-9faa-1cb86970f723_01,33365d22-cb83-4d8e-a2d1-06b675f75f6e_01,3622cf29-600f-4410-84d4-a9afeb41c475_01,3f5a897d-1eaa-4d4c-8324-27ac07c90927_01,45b0cf9f-a879-417f-8f39-7770552252c0_01,4dd86ebd-ef16-4b2b-9ea0-5d1d7afef257_01,58e66976-4507-4552-ac53-83a49a142dde_01,5eff68ff-f6c3-40c9-9fc8-00e684a7b712_01,67325322-483f-443f-9ffa-2a20d108a2fb_01,69f23725-adca-48ac-9b33-80a7aae24cfe_01,6a21c948-cd85-4150-8c01-83017d7dc1ed_01,6e9437f0-a4ed-475c-ab0e-bf1431c70a90_01,a43e5f0e-a21f-48d8-97e0-084d413680b7_01,a468e725-ad4b-411d-ac5c-2eacc68ec580_01,a5b188f0-a6d3-4d4a-b04f-36d47ec05338_01,a6923479-4e68-4ea8-87ed-e9642b9d43d5_01,a8e2df1e-4042-42af-9231-3a00e83489f0_01,b56bdbdb-43af-4a03-a072-54dd22d7550c_01,c1c06604-5ae2-4a53-b9c0-eb210d38e3f0_01,c3d662ee-48d0-454a-bb0c-77d3338d3747_01,c85f340e-584b-4f3b-b6a5-540491fc8ad2_01,c8cde9ea-89e9-4ee8-8a46-417a48f6d3ab_01,d7df78b5-24f1-4ff4-bd9b-f0e6bec8289a_01,dc87a809-95de-4eb7-a1c2-2650475f2d7e_01,e56e4d9c-052e-4ec6-a81b-dbd53e9c8ffe_01,e6365b38-bc44-400c-b4aa-18ce8ff5bfce_01,ea54dbad-1b23-41cc-9378-d4002a8fca51_01,ed746cb9-0f2f-48ce-923a-3a9f9f00b331_01,eda9496e-be80-4a13-bf06-89f0cc9e937f_01,f0a326d2-1f3e-4a5d-bca8-32aaccc52338_01,f553f1a9-ecf2-4783-a609-6adca7c4c597_01,f784bc3a-751b-4025-aab2-0af2f6f24266_01,f855dad1-6ffc-493e-ba6c-970874bc9210_01,f8cf647b-1447-4ac3-8c43-bef07765cabf_01,f978cb0f-d319-4c01-b4c5-23ae1403a106_01,fdecb74f-ac4e-46b1-b23a-5f7fde96ef9f_01
MIMAT0004910,0.214009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004911,89.027872,46.975701,13.394633,36.409658,24.459066,74.474841,25.075805,27.329651,17.042603,22.586179,23.559745,47.004199,10.112021,23.821335,23.200398,56.903103,134.717372,81.52005,20.108372,25.748815,39.548739,89.195525,55.906212,35.325795,126.577103,28.34333,38.618431,29.228386,28.869865,57.22347,121.536254,36.818364,15.9878,59.199896,58.916517,62.54402,17.53702,40.498703,11.745747,78.178308,21.328708,14.220457,17.501408,40.246609,39.261597,78.667106,29.294493
MIMAT0004912,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004913,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308333,0.0,0.0,0.128008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.005354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004920,0.0,0.0,0.304423,0.0,0.0,0.346395,0.0,0.0,0.681704,0.0,0.349033,0.0,0.0,0.93417,0.241671,0.0,0.502677,0.0,1.256774,0.0,0.0,0.0,0.0,0.0,0.393097,0.0,0.422059,0.24357,0.0,0.0,1.396968,0.0,0.0,0.616666,0.0,0.679826,0.128008,0.0,0.0,0.0,0.0,0.0,0.0,0.240998,0.0,0.0,0.227089
MIMAT0004921,26.965173,3.491437,10.65482,1.063056,2.329435,3.117552,5.394214,2.011998,16.020047,11.447789,5.584532,2.611344,21.488045,32.695949,7.733466,5.035672,77.914897,2.251935,6.283866,14.907209,1.506619,6.309651,5.590621,13.952205,2.35858,9.323464,14.561048,7.307097,5.925919,2.692869,57.275704,1.102346,16.602715,11.09998,9.379744,4.078958,30.145754,4.41075,5.782522,0.78703,10.376129,6.399207,4.286059,9.157911,6.22302,5.582827,5.450138
MIMAT0004922,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.167667,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.049373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0004924,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256015,0.0,0.0,0.0,0.0,0.0,0.178586,0.0,0.0,0.0,0.0
MIMAT0004925,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004926,15.194661,46.975701,32.268885,43.585284,38.823914,11.084628,41.550023,13.580993,53.172924,19.801583,50.435305,18.279411,4.80321,14.94672,6.041771,20.142691,32.171312,22.669479,30.790945,22.360813,10.54633,21.796977,21.896599,48.981147,10.613609,20.138681,31.232391,48.470405,29.477652,22.889389,10.337567,10.141585,25.211531,33.608274,190.819165,24.473747,20.225177,8.420523,5.601817,5.771553,38.045806,11.020855,23.394737,30.124707,44.57945,5.075297,13.852435
MIMAT0004927,48.152094,89.507755,40.183897,169.823145,93.953873,20.090887,55.108453,69.413964,84.190463,38.674966,127.746173,69.200628,15.926436,57.451454,23.442071,46.831757,158.845856,48.942055,104.312178,77.924047,35.782194,62.522908,69.882764,160.598794,30.661535,70.112444,61.409636,82.083047,65.944849,38.373386,30.733305,37.70024,60.261708,91.88317,335.032729,110.811686,37.314171,35.887466,18.612492,16.527629,125.954678,29.151937,67.237547,92.784096,64.040529,30.451782,42.238573
MIMAT0004928,0.0,0.0,13.394632,1.32882,0.776478,0.69279,0.728949,0.670667,2.385964,1.546999,1.221617,0.435224,0.505602,0.0,1.208355,0.0,0.0,0.0,0.0,1.3552,0.376655,0.0,0.0,0.890566,5.503354,0.745878,1.266178,0.97428,0.455841,0.0,0.0,0.220469,0.614916,0.308333,1.465585,1.359652,0.576033,3.608797,0.90352,0.524686,2.305807,0.0,0.535758,0.722993,15.048394,0.0,0.908356
MIMAT0004929,0.214009,0.634807,0.304423,0.0,0.0,0.0,0.14579,0.0,0.0,0.0,0.349033,0.0,0.0,0.0,0.241671,0.503567,0.502677,0.300258,0.0,0.0,0.0,0.573604,0.0,0.296855,0.0,0.0,0.844119,0.24357,0.151947,0.673217,0.279394,0.440938,0.307458,0.616666,0.293117,0.0,0.064004,0.200489,0.0,0.78703,0.0,0.0,0.089293,0.481996,0.452583,0.0,1.135445
MIMAT0004945,63.988782,35.231776,16.438866,21.526878,20.188435,40.528169,40.383707,27.497319,3.749372,5.569195,33.68171,75.72899,21.235245,22.42008,20.542019,24.674797,19.101717,29.725542,15.709666,14.229609,13.559567,34.416282,9.783587,9.79623,26.730569,11.188157,11.184574,135.668422,21.120586,24.572431,164.842274,11.684869,26.441361,27.441618,25.208062,87.697592,11.712681,40.298216,14.637008,12.067793,29.110807,7.465739,13.483227,21.207793,22.629163,46.185203,14.079524
MIMAT0004946,32.743422,12.378733,2.435387,24.98181,12.035413,14.20218,11.371585,14.754661,4.771929,5.569195,11.169064,33.077028,5.814413,10.27587,17.883641,11.078481,7.540152,5.104386,5.65548,19.650412,6.779783,12.3325,7.454161,10.093084,18.868637,10.069341,8.652216,117.644251,6.229813,9.761651,45.541172,4.188915,36.280008,8.941653,9.379744,36.030792,3.200186,23.256682,5.963227,4.197492,39.486936,3.910625,4.821817,4.578956,2.602353,15.225892,10.900276
MIMAT0004947,0.856037,0.317403,0.304423,0.265764,1.164717,0.346395,0.728948,1.509,0.681704,0.0,0.872583,0.435224,0.505601,0.467085,0.0,1.510702,52.78106,0.300258,0.0,0.6776,0.0,0.573604,0.0,0.890566,0.0,0.745877,0.422059,0.73071,0.151947,0.336609,0.838181,0.0,0.0,0.616666,0.0,8.837742,0.192011,2.205375,0.0,0.262343,9.511452,0.0,0.178586,0.0,0.0,0.50753,3.406336
MIMAT0004948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50753,0.0
MIMAT0004949,2.782121,5.078454,3.348658,0.797292,5.435346,1.731975,2.624214,2.012,2.045112,2.784596,2.966783,3.046568,1.011203,1.86834,1.208355,4.028537,1.508031,3.152709,8.169028,3.388,4.143202,1.720813,2.79531,2.968554,3.930967,3.729386,0.844119,0.73071,2.583093,9.088434,20.395739,1.984222,1.844747,2.774995,5.276106,4.758783,0.768044,3.408307,2.34915,1.57406,3.170484,3.910625,2.053738,7.470929,2.036625,5.075296,2.49798
MIMAT0004950,0.0,0.634806,0.0,0.265764,0.388239,0.0,0.14579,0.167667,0.340852,0.3094,0.872584,0.0,0.758403,0.0,0.0,0.0,0.0,0.0,0.0,2.0328,0.376655,0.0,0.0,0.0,0.0,0.0,0.21103,0.48714,0.303893,0.673218,6.146661,0.220469,0.307458,0.308333,0.0,0.0,0.0,0.200489,0.0,0.0,0.288226,0.0,0.267879,0.240998,0.226292,0.0,0.0
MIMAT0004951,2.140093,1.904419,3.653081,1.860348,4.658869,3.810341,1.020527,0.838333,2.045112,1.237598,5.060983,2.17612,1.264003,1.401255,1.933367,0.0,10.053536,1.050903,5.027094,2.710401,3.389893,7.743662,0.93177,2.374844,4.324064,1.864693,5.486771,2.435699,4.10256,4.375913,2.235149,2.425161,1.844747,6.783322,5.86234,3.399131,2.176127,4.210263,0.722816,2.361091,2.017581,1.422045,0.625051,4.337958,11.993457,1.015059,3.179246
MIMAT0004952,0.214009,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004953,0.0,0.0,0.0,0.265764,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59371,0.393097,0.372939,0.844119,0.0,0.151947,0.0,0.558788,0.661407,0.0,0.0,0.0,0.0,0.064004,0.0,0.180704,0.0,0.0,0.0,0.267879,0.0,0.339438,0.0,0.0
MIMAT0004954,1.070046,0.634807,0.608847,0.265764,0.388239,0.0,0.728948,0.0,0.340852,0.0,0.52355,0.435224,1.264003,2.335425,0.483342,0.0,2.513384,0.300258,0.628387,1.355201,1.129964,0.286802,0.0,0.593711,0.393097,1.118817,1.688237,0.24357,0.607787,0.336609,1.117575,0.220469,0.614915,0.616666,0.293117,0.679826,1.344079,0.0,0.0,0.0,0.0,0.711023,0.535758,1.927981,0.113146,0.50753,0.227089
MIMAT0004955,161.577025,106.330134,135.772859,70.958968,125.013006,145.832128,80.184256,36.886646,56.922297,66.83034,153.225602,86.609592,94.041796,99.022018,80.718052,203.944745,72.385453,97.133467,49.642543,67.760042,63.27798,138.238724,37.736693,39.184917,86.481251,40.277363,81.879515,99.376509,86.457648,70.351208,51.967226,92.597083,37.817296,82.016522,77.676005,208.706672,60.675531,75.383727,49.151434,52.206319,55.339355,46.571999,74.559562,74.227277,210.903795,47.200263,67.899638
MIMAT0004956,7.062307,2.221823,1.522117,1.32882,1.164717,2.424763,2.770003,0.838334,2.045112,1.546999,2.966782,2.611344,2.275205,1.401255,2.175038,7.049941,2.513384,1.351161,0.628387,2.032801,4.143201,1.434011,1.86354,0.59371,1.572387,2.610571,2.110297,3.653548,1.063627,0.673218,1.117574,2.8661,1.844746,3.391661,2.638053,3.399131,2.048119,2.205375,2.891261,1.836403,1.729355,2.844091,2.14303,4.09696,3.054938,0.50753,1.816713
MIMAT0004957,1.284055,0.317403,2.435387,1.32882,0.388239,1.039185,0.728949,0.838334,0.340852,0.0,0.52355,5.222688,0.505602,0.467085,4.108405,2.014269,2.010708,1.201032,0.0,3.388002,0.75331,1.720813,1.397655,0.296855,7.075738,0.745878,0.42206,0.24357,1.367519,0.0,7.54363,1.102345,2.459661,1.849997,0.0,2.719305,0.384022,1.403421,0.903519,0.524686,1.729355,0.355511,0.982222,0.481996,0.905167,1.522589,0.454178
MIMAT0004958,5.564242,2.85663,7.001739,2.65764,0.388239,2.771157,2.915793,1.844332,1.022556,3.403397,6.631633,7.834033,7.078415,2.80251,4.350075,5.53924,3.016061,1.801548,3.141933,1.3552,0.376655,2.007616,1.397655,0.890566,5.896448,0.745878,2.532356,1.70499,2.583093,0.673217,9.499386,0.661407,2.459662,8.633318,5.569223,13.596525,0.576034,1.002443,3.071965,0.0,7.205645,1.422046,2.053737,1.204989,1.244604,1.522589,2.270891
MIMAT0004959,0.0,0.0,0.0,0.0,0.0,0.0,0.14579,0.0,1.022556,0.0,0.0,0.0,0.252801,0.0,0.241671,0.0,0.0,0.0,0.0,0.0,0.376655,0.0,0.465885,0.0,0.0,0.0,0.21103,0.0,0.151947,0.0,0.0,0.220469,0.0,0.308333,0.0,0.0,1.02406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227089
MIMAT0004960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.396133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004971,0.0,0.0,0.0,0.0,0.0,0.0,0.14579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376655,0.286802,0.0,0.0,0.0,0.0,0.0,0.0,0.151947,0.0,0.0,0.0,0.0,0.308333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355511,0.0,0.481996,0.0,0.0,0.0
MIMAT0004976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004978,0.214009,0.317403,0.304423,0.531528,0.776478,1.039184,1.020527,1.173666,0.340852,0.0,1.57065,0.0,1.264003,3.269595,0.241671,1.510702,6.534799,0.750645,0.0,2.032801,0.376655,0.573604,0.93177,1.187422,0.786193,1.118816,0.21103,0.0,0.0,0.336609,1.676363,0.220469,0.307458,0.616666,0.586234,1.359652,0.384022,0.400978,0.180704,0.78703,0.576452,0.0,0.625051,0.963992,0.113146,1.01506,0.0
MIMAT0004980,5.136222,0.634806,1.826538,2.126112,2.329434,1.385579,0.874737,1.844334,1.022556,1.237598,2.966784,1.740896,3.286408,0.467085,1.691696,3.021403,1.508031,0.450387,1.88516,1.3552,0.75331,1.720813,2.329425,1.18742,3.537871,1.864694,1.899267,5.845678,0.303894,1.009827,10.616961,0.881876,7.378986,20.658297,0.586234,1.359652,0.640036,2.004887,1.626334,0.0,2.305807,1.422045,0.714344,0.481995,0.113146,1.015059,0.227089
MIMAT0004982,2.354101,0.95221,1.522117,1.32882,0.0,1.039185,1.166319,1.676669,0.0,0.3094,3.141301,3.481792,2.022407,0.0,0.725013,7.55351,0.502677,1.351161,0.628387,3.388001,0.0,1.720814,0.465885,0.890565,1.965483,0.0,1.055149,2.19213,0.911681,1.009827,4.190906,0.440938,0.614916,0.616666,2.051819,2.719305,0.256015,1.60391,0.180704,1.311716,2.305808,0.355511,0.535758,0.481995,0.792021,2.537649,0.908356
MIMAT0004983,1.712075,2.221824,0.913269,1.063056,0.776478,0.346395,1.166316,1.341334,1.363408,0.0,3.490334,2.17612,0.758403,2.80251,0.725013,2.014269,0.0,0.900774,2.513547,2.032801,0.0,3.154826,0.0,0.59371,1.965484,1.118816,0.42206,11.447785,1.671414,2.356261,4.190906,0.661407,3.996951,8.324987,1.758702,5.43861,0.576033,2.606353,0.542112,0.524686,0.288226,0.0,0.89293,1.445986,1.697186,1.52259,1.362534
MIMAT0004985,55.000392,22.853044,54.491797,49.963617,16.306042,38.103406,34.260548,56.000639,29.313278,21.039181,49.039174,73.117645,25.785655,25.689675,42.292393,47.335324,68.364041,21.318318,23.250307,103.672864,14.312877,34.703081,109.482997,41.856616,115.570401,31.326838,19.625762,84.518748,32.060744,19.523303,20.675133,23.590207,68.563066,71.84154,29.018583,58.465061,12.096705,21.051307,40.658356,13.37951,45.539677,35.551145,16.608477,35.908649,23.760623,45.170144,10.446097
MIMAT0004986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435224,0.505601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372939,0.21103,0.0,0.151947,0.0,1.676362,0.0,0.307458,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.288226,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004987,188.542198,83.159688,6.392892,5.846807,5.047108,8.659865,49.42266,68.07263,17.383456,59.404746,2.966783,2.17612,11.123224,6.072105,28.275486,18.128421,4.524091,17.715223,12.567732,6.098403,1.506619,95.791979,1.397655,4.452832,14.937671,21.630435,36.930193,37.753331,21.880319,7.40539,6.984842,21.605985,112.222058,32.06661,20.811307,131.886299,8.896518,5.81417,7.228152,36.728065,48.71016,70.035753,20.001608,7.22993,4.073249,4.567767,1.589624
MIMAT0005452,1.712074,0.0,2.435387,0.0,0.388239,2.078368,1.749475,0.503,0.0,0.3094,4.362916,0.0,1.011203,0.93417,0.0,2.014269,0.0,1.351161,0.628387,1.355201,0.0,0.0,0.465885,1.187421,0.0,1.491755,2.532356,0.24357,0.303894,0.0,0.279394,0.0,0.0,1.541664,1.758702,0.0,0.960056,0.200489,1.807038,1.57406,6.629194,0.0,1.071515,0.722993,0.113146,0.50753,0.0
MIMAT0005457,0.214009,0.0,0.304423,0.0,0.0,0.0,0.29158,0.0,0.0,0.0,0.872584,0.0,0.0,0.0,0.0,0.503567,0.0,0.450387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.899267,0.0,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.448026,0.0,0.361408,0.262343,0.864678,0.0,0.089293,0.240998,0.339438,0.0,0.0
MIMAT0005458,0.0,0.0,0.0,0.531528,0.0,0.346395,0.291579,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.241671,0.0,7.037475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.743386,0.0,0.0,0.0,1.396968,0.220469,0.614916,0.0,0.586234,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227089
MIMAT0005459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200489,0.0,0.0,0.0,0.0,0.0,0.240998,0.0,0.0,0.0
MIMAT0005576,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005577,0.856037,0.0,0.608847,1.32882,1.164717,2.424763,1.020527,2.347333,0.340852,0.928199,1.919684,1.740896,1.011202,1.401255,0.725013,1.510702,0.502677,0.900774,0.628387,1.355201,2.636583,1.434012,0.93177,0.593711,1.17929,1.491754,0.633089,1.461419,0.607787,1.009826,19.557557,0.220469,2.459662,0.924999,0.879351,3.399131,0.51203,3.608796,0.180704,0.524687,2.305807,0.0,0.803636,0.722993,1.35775,2.537649,1.135445
MIMAT0005580,0.0,0.0,0.0,0.531528,0.0,0.0,0.29158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483342,0.0,0.0,0.0,0.0,0.0,0.0,0.573605,0.0,0.0,0.0,0.0,0.0,0.24357,0.0,0.0,0.838181,0.0,0.0,0.308333,0.293117,0.0,0.064004,0.200489,0.0,0.0,0.0,0.0,0.178586,0.0,0.113146,0.0,0.0
MIMAT0005582,1.284056,0.634806,0.91327,1.063056,0.776478,0.69279,0.728948,0.670667,0.340852,0.0,0.174517,0.435224,0.505601,0.467085,0.725012,0.0,1.005354,0.300258,0.628387,0.0,0.753309,0.860407,0.93177,1.187421,0.0,1.491754,0.0,1.70499,0.45584,0.673218,0.279394,0.220469,1.537289,0.0,0.586234,1.359652,0.256015,2.405864,0.361408,0.524687,0.864678,0.355511,0.535758,0.963991,2.376062,3.552708,0.227089
MIMAT0005583,1.070047,0.317403,1.217693,0.0,1.941196,0.69279,0.58316,1.173666,1.70426,0.3094,0.698067,0.0,0.758402,1.86834,0.725013,1.510702,0.502677,0.0,1.256773,0.6776,0.753309,0.286802,0.0,0.59371,0.393097,1.118816,0.0,0.73071,0.303894,0.0,2.235149,1.102345,0.922374,0.0,1.465585,3.399131,0.320018,2.205376,0.361408,0.524686,1.152903,0.0,1.071515,0.481995,3.50752,2.030119,0.454178
MIMAT0005584,0.642028,0.317403,0.913269,0.531528,0.776478,0.346395,0.14579,1.006,0.0,0.0,0.349033,1.305672,0.252801,0.467085,1.208354,1.007134,1.005354,0.150129,0.0,0.0,1.129964,1.720814,0.465885,0.890566,1.17929,1.118816,0.21103,0.73071,0.91168,0.336609,9.77878,0.440938,0.307458,1.233332,1.465585,2.039479,0.0,1.202933,0.0,0.262343,0.576452,0.711022,0.089293,0.96399,0.56573,0.50753,0.681267
MIMAT0005589,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.167667,0.340852,0.0,0.174517,0.0,0.0,0.0,0.0,0.503567,0.0,0.450387,0.0,0.0,0.0,0.0,0.465885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240998,0.113146,0.0,0.0
