,0030a28c-81aa-44b0-8be0-b35e1dcbf98c_01,0bf573ac-cd1e-42d8-90cf-b30d7b08679c_01,0e251c03-bf86-4ed8-b45d-3cbc97160502_01,0e9fcccc-0630-408d-a121-2c6413824cb7_01,1843c82e-7a35-474f-9f79-c0a9af9aa09c_01,1d0db5d7-39ca-466d-96b3-0d278c5ea768_01,1ea575f1-f731-408b-a629-f5f4abab569e_01,1f971af1-6772-4fe6-8d35-bbe527a037fe_01,25ff86af-beb4-480c-b706-f3fe0306f7cf_01,29aff186-c321-4ff9-b81b-105e27e620ff_01,29e3d122-15a1-4235-a356-b1a9f94ceb39_01,31bbad4e-3789-42ec-9faa-1cb86970f723_01,33365d22-cb83-4d8e-a2d1-06b675f75f6e_01,3622cf29-600f-4410-84d4-a9afeb41c475_01,3f5a897d-1eaa-4d4c-8324-27ac07c90927_01,45b0cf9f-a879-417f-8f39-7770552252c0_01,4dd86ebd-ef16-4b2b-9ea0-5d1d7afef257_01,58e66976-4507-4552-ac53-83a49a142dde_01,5eff68ff-f6c3-40c9-9fc8-00e684a7b712_01,67325322-483f-443f-9ffa-2a20d108a2fb_01,69f23725-adca-48ac-9b33-80a7aae24cfe_01,6a21c948-cd85-4150-8c01-83017d7dc1ed_01,6e9437f0-a4ed-475c-ab0e-bf1431c70a90_01,a43e5f0e-a21f-48d8-97e0-084d413680b7_01,a468e725-ad4b-411d-ac5c-2eacc68ec580_01,a5b188f0-a6d3-4d4a-b04f-36d47ec05338_01,a6923479-4e68-4ea8-87ed-e9642b9d43d5_01,a8e2df1e-4042-42af-9231-3a00e83489f0_01,b56bdbdb-43af-4a03-a072-54dd22d7550c_01,c1c06604-5ae2-4a53-b9c0-eb210d38e3f0_01,c3d662ee-48d0-454a-bb0c-77d3338d3747_01,c85f340e-584b-4f3b-b6a5-540491fc8ad2_01,c8cde9ea-89e9-4ee8-8a46-417a48f6d3ab_01,d7df78b5-24f1-4ff4-bd9b-f0e6bec8289a_01,dc87a809-95de-4eb7-a1c2-2650475f2d7e_01,e56e4d9c-052e-4ec6-a81b-dbd53e9c8ffe_01,e6365b38-bc44-400c-b4aa-18ce8ff5bfce_01,ea54dbad-1b23-41cc-9378-d4002a8fca51_01,ed746cb9-0f2f-48ce-923a-3a9f9f00b331_01,eda9496e-be80-4a13-bf06-89f0cc9e937f_01,f0a326d2-1f3e-4a5d-bca8-32aaccc52338_01,f553f1a9-ecf2-4783-a609-6adca7c4c597_01,f784bc3a-751b-4025-aab2-0af2f6f24266_01,f855dad1-6ffc-493e-ba6c-970874bc9210_01,f8cf647b-1447-4ac3-8c43-bef07765cabf_01,f978cb0f-d319-4c01-b4c5-23ae1403a106_01,fdecb74f-ac4e-46b1-b23a-5f7fde96ef9f_01
MIMAT0001080,58.424541,6.665471,25.267146,74.148134,343.591646,16.626941,103.656372,18.946323,257.002465,71.161935,1063.1553,707.239125,13.398429,32.228864,636.319257,139.488134,436.323423,120.553591,438.613854,35.912823,31.262336,26.959418,553.937382,154.364829,32.233921,228.611322,111.423668,146.385495,283.988303,33.997473,16.763621,27.558655,15.372885,179.141348,636.943236,3223.056443,124.487242,19.447398,38.128502,8.657329,31.704839,21.686198,85.364003,107.966949,11.993456,428.355075,78.799915
MIMAT0001339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296855,0.0,0.0,0.0,0.24357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001340,432.940825,256.144531,103.199549,107.634389,145.977919,232.777174,165.033775,163.97791,92.370912,67.139741,161.253367,347.308811,130.445077,169.551852,96.668329,427.528614,159.348531,190.21345,135.103123,147.716892,102.073408,143.401163,86.654627,91.728328,221.706484,68.620691,190.981859,240.890611,140.398713,189.847278,307.333051,100.093036,152.499014,292.299484,217.492813,343.992101,99.717801,120.69416,115.108321,60.33896,103.184837,91.721949,130.99267,142.188616,83.614756,245.644382,90.608548
MIMAT0001341,161.791035,37.453599,324.819826,158.129533,120.742375,136.479474,59.773716,106.468276,78.395977,143.870869,131.236506,57.014354,89.238585,239.614599,106.8185,233.151646,41.219493,38.433025,99.913471,109.093668,57.251507,79.731048,47.520279,99.743427,184.755401,249.868821,225.590726,662.510067,66.552636,49.481471,40.512086,117.730576,60.876624,115.00813,153.593306,111.491512,58.62741,171.417781,52.223399,62.700053,228.851287,192.331688,143.31509,42.656585,287.616656,65.978862,100.14629
MIMAT0001343,37.237618,15.87017,9.741549,17.274656,6.988303,11.084628,10.496849,26.155987,10.566414,7.425593,43.10561,63.542715,6.825615,18.216315,16.433617,9.06421,6.534799,14.712642,8.169027,19.65041,9.416367,29.540639,6.988276,5.937106,22.013412,4.102325,9.918396,88.659437,7.141493,15.820608,31.012702,7.495954,32.897975,52.108242,12.017797,52.346624,6.33637,16.03909,10.661525,5.246866,31.993066,12.798411,9.911511,5.783945,40.619349,26.391546,8.175207
MIMAT0001412,0.214009,0.95221,2.73981,1.063056,0.0,2.424763,0.0,1.006,1.022556,0.0,6.282601,0.435224,0.0,0.0,1.208354,1.510702,2.513384,0.600516,0.628387,2.032801,0.0,0.573604,0.465885,1.187421,9.041223,0.0,0.21103,3.653548,2.431147,0.336609,3.073331,0.440938,2.767119,1.233331,0.0,1.359652,0.896052,1.603909,5.782522,0.524687,0.576452,0.355511,2.14303,0.963991,1.923478,0.50753,0.227089
MIMAT0001413,7.918345,26.027077,155.255962,27.905212,18.635479,437.149989,42.57055,18.61099,109.754368,17.945183,523.724402,32.206581,48.284901,11.21004,16.675286,125.891817,436.826099,36.18109,357.551983,45.399228,35.405537,40.439127,11.181242,17.811326,33.020113,15.663418,21.102968,3.166409,329.11646,33.324257,29.615731,74.959543,3.99695,255.916213,31.070402,6.798263,87.749105,8.821499,767.629733,35.941035,9.799677,91.010929,358.868124,158.335458,12.559186,10.658124,17.48586
MIMAT0001532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001536,0.214009,0.317403,1.217693,14.351252,0.0,1.039185,0.583158,0.167667,0.340852,0.3094,2.0942,0.435224,0.505601,0.467085,0.0,1.007135,1.005354,0.150129,0.0,0.0,0.0,0.0,0.0,3.562265,0.393097,0.0,274.760641,0.24357,0.759734,0.673218,0.279394,0.881877,0.614915,0.308333,0.586234,0.679826,0.512029,0.0,0.90352,0.262343,0.864678,2.133068,0.357172,0.481996,1.018312,0.50753,0.681267
MIMAT0001541,0.0,0.634807,0.0,0.531528,0.0,0.692789,0.14579,5.029999,0.0,1.546999,0.0,0.0,0.252801,0.467085,0.0,0.0,0.502677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17929,0.0,0.42206,0.73071,0.303894,0.336609,44.423596,0.0,3.689493,0.0,0.0,0.0,0.384023,0.0,1.44563,0.0,0.0,0.0,0.62505,0.0,0.0,0.50753,0.0
MIMAT0001545,13.482585,1.904419,21.918487,5.581043,5.047109,8.313472,3.207371,1.341335,4.431076,6.497394,5.060982,3.917016,3.286408,8.40753,4.350074,5.035674,9.550858,3.452967,2.513547,2.0328,0.376655,2.58122,2.79531,3.265408,11.792899,8.950526,15.405167,27.036258,6.229813,4.375913,3.632118,6.173138,2.152205,4.933325,9.379744,9.517568,4.48026,7.21759,3.975483,3.935149,4.035162,4.977158,3.928887,5.30195,21.83714,3.045178,6.358493
MIMAT0001618,13.482587,0.95221,2.130962,4.783751,0.388239,10.738234,4.227898,4.359331,2.726816,1.237599,1.919684,15.668067,1.264004,7.940445,2.416709,4.532105,1.508031,2.852451,2.513547,4.743201,3.013238,1.147209,2.329425,3.265409,5.896449,2.610571,0.844119,37.75333,1.215574,5.385739,8.102418,1.322815,8.916273,4.933325,0.879351,17.675483,0.768045,4.811727,1.807038,0.787029,10.087903,2.133068,1.875152,0.963992,2.036625,7.105416,2.725068
MIMAT0001620,2.354102,1.90442,5.175199,48.10327,2.717674,1.731973,2.186844,2.850332,4.090225,0.3094,1.0471,4.787465,1.011202,2.80251,0.725012,1.510702,0.0,1.801548,0.628387,1.355201,4.143201,3.728431,2.329425,27.3107,1.965483,0.372939,721.932525,2.192129,1.063627,1.683044,3.07333,1.102346,6.149154,3.391661,1.465585,2.719305,1.216072,2.806841,2.529854,0.524686,2.017581,0.711022,1.071515,2.409977,1.35775,6.597886,2.043801
MIMAT0001621,2.568111,1.269612,0.608846,0.0,0.776478,0.692789,0.728949,0.0,1.022556,0.928199,1.221617,0.435224,0.505601,3.73668,1.450026,0.0,2.010708,0.150129,0.0,3.388001,0.376655,0.286802,0.465885,0.59371,0.393097,0.745878,3.376476,2.67927,0.607787,0.673218,2.23515,0.220469,1.229832,2.15833,0.586234,0.0,2.624153,0.400977,0.180704,0.0,0.288226,0.0,0.0,0.240998,1.810333,1.522589,0.0
MIMAT0001625,2.99613,0.0,0.304423,0.265764,0.0,0.346395,0.14579,0.670667,0.340852,1.546998,0.698067,0.435224,3.286407,4.67085,3.625062,2.01427,1.005354,0.450387,1.256774,0.6776,1.129964,0.0,0.465885,1.187421,0.393097,2.61057,1.055149,2.19213,0.0,0.0,0.0,0.220469,1.22983,0.616666,1.465585,1.359652,1.728101,0.0,1.084224,0.0,1.729355,0.355511,0.535758,0.0,1.35775,1.015059,0.0
MIMAT0001627,0.856037,0.0,0.0,0.531528,0.0,0.0,0.14579,0.167667,1.70426,0.0,0.698067,0.870448,0.758402,0.93417,0.725012,0.0,8.042828,0.300258,1.256773,0.0,0.0,0.860407,0.0,0.593711,0.0,0.372939,0.21103,0.24357,0.0,0.0,0.0,0.0,0.922373,0.308333,0.293117,0.0,0.640037,0.0,0.180704,0.0,0.0,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0001629,0.214009,0.317403,0.0,0.0,0.388239,0.346395,0.0,0.0,0.340852,0.3094,0.698067,0.0,0.505602,0.467085,0.241671,0.503567,7.540152,0.150129,0.0,0.0,0.0,0.573604,0.0,0.296855,0.0,0.372939,1.055149,0.0,0.151947,0.673218,0.0,0.0,0.307458,0.616666,0.879351,0.0,0.640037,0.0,0.180704,0.0,0.0,0.0,0.178586,0.240998,0.339438,0.0,0.454178
MIMAT0001631,104.008522,148.544785,6046.763091,667.598971,75.318394,3301.140576,946.174209,16.095991,336.761851,56.310749,379.748185,326.853279,7778.419336,136.855901,358.881162,218.548195,564.003319,63.054182,991.594072,2133.086144,224.862825,312.901341,73.609844,33.247808,86.874348,88.386435,627.391228,142.488381,54.700796,384.407078,143.328958,187.398858,44.581365,1154.706286,3251.253735,146.842476,134.855847,143.750351,224.072711,96.54234,153.91258,2661.714153,740.416639,38.800622,633.955987,403.993649,131.938764
MIMAT0001635,35.953563,25.074868,12.176937,41.9907,31.447368,24.940412,30.470017,30.012318,22.496236,45.791156,10.121967,16.538513,20.476843,19.61757,34.800596,18.631989,12.56692,73.413084,25.135465,36.590422,9.039713,14.913722,27.953105,22.264158,22.013411,25.359822,15.405166,12.178496,25.830931,13.800953,20.675133,10.582522,19.98475,53.03324,18.759488,19.035137,39.106276,20.650329,21.684458,10.231389,62.544999,14.93148,13.215348,26.991737,42.769117,10.658125,18.848394
MIMAT0001636,1.070046,1.90442,0.91327,0.797292,1.941195,0.346395,0.43737,0.670667,0.340852,0.928199,1.221617,0.0,0.505602,0.0,1.208354,1.007134,0.0,2.101806,1.88516,0.6776,0.376655,0.0,1.86354,0.59371,0.393097,1.491755,2.110298,1.21785,0.45584,0.673218,1.955756,0.0,0.307458,2.774996,0.293117,0.679826,0.576034,0.601466,0.542112,0.262343,1.152904,0.0,0.357172,0.481996,1.584042,0.50753,0.681267
MIMAT0001638,7.704335,0.634806,4.870775,1.063056,3.494152,1.039184,1.457896,0.167667,11.248119,0.928199,3.315817,2.17612,0.758402,13.07838,7.250125,3.021404,6.032122,0.600516,5.655479,4.065601,0.0,2.007617,2.329425,4.749686,0.786194,10.815217,3.165445,9.255655,0.91168,5.722347,6.984842,0.440938,9.531188,3.391661,7.914159,1.359652,5.248306,0.801955,1.807038,0.262343,3.170484,0.355511,0.625051,2.891972,1.244604,3.045178,2.043801
MIMAT0001639,24.397061,5.395857,5.784044,1.063056,3.88239,4.156737,7.435269,2.850333,12.952378,2.784598,7.329699,3.481792,18.960043,50.912265,11.841871,10.574913,21.112426,2.101806,10.682572,16.262409,3.766548,2.868021,2.329425,10.093083,4.71716,30.580961,12.87281,15.588473,2.279201,5.38574,22.072101,1.322815,15.680342,16.341639,12.017797,16.31583,23.681379,5.012217,2.168446,0.524686,9.51145,0.711022,2.946667,12.290882,5.317853,9.135535,4.087603
MIMAT0002170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002171,19.260837,0.317403,1.217694,1.32882,0.776478,1.385578,1.166316,0.670666,9.88471,5.259795,3.839366,1.740896,11.881625,24.755504,4.833416,6.546375,86.460402,1.50129,2.513546,16.26241,1.129964,1.147209,1.397655,3.85912,1.17929,4.848201,7.808099,10.229935,1.519467,1.009826,46.099958,0.440938,8.301358,8.941651,4.982989,4.078958,16.576964,4.210261,2.891261,0.78703,3.170484,4.621649,2.500201,4.819953,4.412687,2.537649,0.681267
MIMAT0002172,2.140093,0.634807,0.608846,0.0,0.776478,1.039184,0.728948,0.167667,1.022556,0.6188,0.698067,0.0,1.769605,1.86834,0.725013,1.510702,1.005354,0.300258,0.0,2.032801,0.0,0.0,0.0,0.296855,0.0,0.745877,3.165446,0.73071,0.45584,0.336609,0.279394,0.0,0.0,0.616666,0.879351,0.679826,1.536089,0.400977,0.361408,0.0,0.576452,0.0,0.0,0.0,1.470896,0.50753,0.908356
MIMAT0002173,0.428018,0.317403,0.0,0.797292,0.0,1.039184,1.603686,0.167667,1.70426,0.0,1.221618,0.0,0.505602,2.80251,0.0,1.510702,0.0,0.0,1.885161,1.3552,0.0,0.286802,0.0,0.59371,0.0,0.0,0.63309,0.0,0.0,2.019653,12.01393,0.0,0.0,1.541665,0.879351,0.0,0.640038,0.0,0.180704,0.0,0.288226,0.0,0.0,0.240998,0.226292,0.50753,0.0
MIMAT0002174,60.992652,68.559131,103.503974,34.54931,66.777133,71.010894,51.609504,22.634989,33.744355,19.182784,114.133876,82.257349,46.009697,67.260239,39.392343,138.481,41.219494,79.718503,46.500609,49.464829,39.548738,83.459479,29.816646,60.558509,101.418923,46.990256,107.836165,84.518747,47.559305,53.857384,74.877509,51.589803,34.742722,76.466531,80.314058,162.478483,30.017747,51.926555,50.416362,30.956512,61.392097,20.619663,50.182603,47.717536,59.5147,68.008981,56.091007
MIMAT0002175,0.642028,0.0,0.0,0.0,0.0,0.0,0.437369,0.0,0.340852,0.3094,0.174517,0.0,0.505602,0.467085,0.0,0.503567,0.502677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.491754,0.0,0.0,0.0,0.673218,0.0,0.0,0.0,0.308333,0.0,0.0,0.320019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113146,0.0,0.0
MIMAT0002176,2.568111,0.634807,1.217693,0.0,0.776478,1.731973,1.166317,0.670667,0.681704,0.0,0.52355,0.870448,1.769605,2.80251,1.208354,1.007135,8.545506,0.150129,1.885161,0.6776,0.376655,0.573604,0.0,0.296855,0.786193,5.221141,2.110297,2.435699,0.759734,1.009826,3.632118,0.0,0.922373,2.15833,1.465585,0.0,2.304135,0.801955,0.361408,0.262343,0.288226,0.0,0.446465,1.204989,0.678875,2.537649,1.362535
MIMAT0002177,167.141267,55.228189,898.962461,138.728767,41.929827,772.806363,461.715519,217.631215,117.934817,60.332946,178.18148,201.073523,1365.881235,38.768055,141.86077,37.767546,213.134945,220.53951,385.200995,900.530963,87.760532,341.581576,102.028836,52.543412,170.997021,41.396178,117.75456,36.779052,41.0256,202.301797,532.524362,55.337781,15.372886,1196.947876,1092.153934,104.013421,39.234283,54.733399,68.667444,305.367621,61.680322,629.255248,175.014065,48.922525,216.334794,244.121791,44.282372
MIMAT0002178,1.284056,0.0,1.217694,0.0,0.0,0.346395,0.14579,0.167667,0.0,0.0,0.349033,0.0,0.505601,0.0,0.0,0.0,0.502677,0.150129,0.0,0.6776,0.0,0.0,0.0,0.0,0.393097,0.745877,0.21103,0.24357,0.303893,0.0,0.0,0.0,0.922373,0.0,0.0,0.0,0.256015,0.0,0.180704,0.0,0.0,0.355511,0.0,0.0,0.226292,0.0,0.0
MIMAT0002804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.005354,0.150129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002805,0.428019,1.587017,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296855,0.0,0.372939,0.0,0.24357,0.0,0.0,0.279394,0.0,0.0,0.0,0.0,0.0,0.192011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467085,0.0,0.0,11.05889,0.0,0.0,0.0,0.0,0.0,0.0,0.593711,0.0,0.0,0.844119,0.0,0.0,0.0,2.235149,0.0,0.0,0.0,0.293117,0.0,1.664097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002807,1.070047,0.317403,3.044235,0.797292,0.388239,1.385578,1.020528,0.335333,0.340852,1.237599,0.698066,0.435224,0.0,0.467085,0.725013,1.007134,0.0,0.450387,0.0,0.0,0.376655,0.860407,0.93177,0.296855,2.358579,0.745877,0.21103,1.21785,0.45584,2.019653,1.396969,0.440938,1.537289,2.15833,1.172468,2.039479,0.448026,0.400978,0.180704,0.262343,0.576452,0.0,0.267879,1.927982,0.905167,0.0,0.0
MIMAT0002808,2.354103,39.040616,11.568091,5.049515,3.494152,11.777417,14.287377,0.167667,4.090224,2.784597,3.490333,0.0,0.0,25.689675,3.866734,7.553509,0.502677,1.351161,10.682572,9.486406,2.259929,20.936571,0.93177,11.577363,26.337472,0.372939,5.064713,6.332818,9.420694,11.108086,11.45514,8.157362,5.841697,0.924999,5.276106,0.679826,5.376314,9.021988,4.336891,5.50921,0.864678,8.176762,1.696565,4.819954,4.638979,17.763541,10.219009
MIMAT0002809,1464.893701,2481.142272,5627.876416,886.588438,1095.610878,1026.020817,1983.904252,760.200249,2823.618592,2969.927896,1039.770075,205.860989,2684.994372,1772.120446,492.283451,1538.398011,2675.245686,1451.447229,1693.50192,971.001411,393.980758,655.916932,516.666573,1430.546362,1338.887005,370.700905,1057.891771,322.730087,1209.799283,1430.586753,652.104854,2614.103856,747.737111,1209.897854,797.57135,509.869718,2342.600285,1167.24481,2616.771699,2440.317549,692.606607,6620.689556,4239.626399,1637.338058,1266.214788,716.631951,2311.766985
MIMAT0002810,0.0,0.0,0.608846,0.0,0.0,1.039184,0.0,0.0,0.0,0.0,0.0,0.0,1.011203,0.0,0.0,0.503567,0.0,0.0,0.0,0.6776,0.0,0.0,0.0,0.296855,0.0,0.0,1.477208,0.24357,0.0,0.336609,0.0,0.0,0.0,0.0,0.0,0.0,2.944172,0.0,0.0,0.0,0.0,0.0,0.0,0.240998,0.113146,0.0,0.0
MIMAT0002811,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448027,0.0,0.0,0.0,0.0,0.0,0.0,0.481996,0.0,0.0,0.0
MIMAT0002813,10.272447,1.587017,4.870775,0.265764,2.329435,1.731973,1.312107,0.670667,10.907266,2.165798,1.745166,0.435224,11.376025,15.88089,5.8001,7.553509,5.026768,0.900774,4.398707,2.710401,0.753309,0.286802,0.93177,4.452831,0.0,14.917541,7.386038,6.576387,0.303894,2.019652,0.279394,0.220469,4.304408,7.091654,7.914159,4.078958,11.264655,1.40342,1.445631,0.0,3.45871,1.777556,1.160808,7.470927,1.810333,4.567768,1.589623
MIMAT0002814,9.41641,1.587016,1.522117,0.797292,0.388239,0.346395,1.895266,0.838334,1.70426,2.475198,1.745167,1.305672,7.331217,16.81506,6.766784,2.014269,26.139192,0.900774,8.797413,6.776004,0.75331,2.581222,0.93177,1.78113,1.572387,9.696403,8.441187,4.140689,1.975307,2.692869,0.558787,0.440938,3.996949,11.408314,4.396755,0.679826,7.744452,1.603909,0.722815,0.262343,3.45871,0.355511,0.714343,3.614965,1.923479,3.045178,0.454178
MIMAT0002815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.180704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002816,0.856037,0.0,0.0,0.265764,0.388239,0.0,0.14579,0.503,0.681704,0.6188,1.221617,0.0,2.275205,3.269595,0.966684,1.007134,1.508031,0.150129,1.256774,0.0,0.0,0.0,0.465885,0.296855,0.0,2.61057,2.532356,0.48714,0.303894,0.336609,0.279394,0.0,0.0,1.233332,1.465585,0.0,1.472086,0.0,0.361408,0.262343,0.288226,0.711023,0.178586,0.722993,1.018312,1.01506,0.0
MIMAT0002817,7.276316,1.269613,1.522116,2.126112,1.552956,1.385579,1.895266,0.0,3.40852,1.856398,2.792266,1.305672,8.848018,12.14421,5.55843,5.539239,22.620455,1.351161,3.141934,2.0328,1.883274,3.441629,0.465885,1.484277,0.786194,7.085832,8.441186,3.166409,1.671413,2.356261,10.058173,0.440938,1.537289,3.699994,5.276106,6.118436,5.824339,1.804399,1.084223,0.0,2.305807,1.422045,1.071514,0.963991,1.810333,0.50753,1.135445
MIMAT0002818,1.926084,0.0,0.304423,0.531528,0.0,0.0,0.583159,0.0,2.045112,0.3094,0.349033,0.870448,2.528006,6.072105,0.966684,0.503567,7.037475,0.300258,0.628387,2.710401,0.0,0.0,0.0,0.593711,0.393097,1.864694,0.422059,2.19213,0.45584,0.336609,4.749693,0.220469,0.922373,1.233332,0.293117,0.0,3.328194,0.400978,0.542112,0.0,1.152904,0.0,0.357172,0.722994,0.0,0.0,0.0
MIMAT0002819,14.124614,177.428494,150.689608,40.130353,150.24855,97.336885,69.104251,281.009179,42.265657,107.052303,83.767981,141.883049,14.915232,21.018825,31.175535,278.472701,8.042828,55.697861,233.131434,23.716015,29.002408,71.126977,73.143961,26.716987,53.461138,39.158547,44.316232,540.968698,141.158446,27.2653,39.394509,42.771033,55.034928,403.299284,39.863912,410.61508,17.153,92.024284,24.575717,211.973401,46.404353,10.665343,100.543794,55.429461,32.133409,23.346367,40.19477
MIMAT0002820,12.198529,37.771002,13.394631,40.130353,40.376871,17.666125,12.100534,19.281657,6.135337,9.281992,19.894897,24.372548,10.617623,24.28842,15.225262,19.639124,7.037475,12.160449,8.169025,26.426416,14.312877,35.276686,8.851817,11.280506,22.013409,11.561095,20.469879,26.549117,20.208905,24.90904,34.086029,6.173139,10.453562,12.024979,15.535201,29.23253,20.609199,14.034205,2.710557,5.246867,27.381452,3.555114,4.286059,19.038815,26.815557,18.7786,10.673187
MIMAT0002821,3.852167,17.77459,17.65656,3.720695,7.764782,32.907487,22.597381,9.556995,1.70426,2.475197,3.839366,16.10329,1.264004,4.67085,5.55843,5.53924,16.588333,33.478768,1.256773,5.420802,9.793021,11.758896,3.261195,1.187422,8.648125,17.155173,7.175009,9.012086,17.625814,16.157216,22.630888,4.850323,8.301359,12.949978,9.672861,14.956178,9.536555,3.608796,3.252668,5.246866,7.205646,1.422045,4.107473,2.409977,7.354479,18.7786,14.306613
MIMAT0002822,0.0,0.0,0.0,0.0,0.0,1.039184,0.14579,0.0,0.0,0.0,0.872585,0.0,0.252801,0.0,0.0,0.0,0.0,0.450387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256015,0.0,0.180704,0.0,0.288226,0.0,0.178586,0.240998,0.0,0.0,0.227089
MIMAT0002823,0.214009,0.0,3.348658,0.0,0.0,1.385579,0.874739,0.0,0.0,0.928199,1.919684,0.0,2.275206,1.86834,0.0,1.007134,0.0,0.750645,1.885161,0.0,0.0,0.0,0.0,1.781133,0.786193,0.745878,2.743385,0.0,0.0,0.0,0.558788,0.220469,0.0,0.924999,2.051819,0.0,0.576033,0.601467,0.722816,1.574058,3.45871,0.0,0.625051,0.722994,0.452584,0.0,0.0
MIMAT0002824,0.0,0.0,0.304423,0.0,0.0,0.346395,0.0,0.0,0.0,0.0,0.349034,0.0,0.0,0.0,0.0,0.0,0.0,0.300258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21103,0.0,0.0,0.0,0.0,0.0,0.0,0.308333,0.0,0.0,0.384022,0.0,0.180704,0.0,0.288226,0.0,0.178586,0.0,0.0,0.0,0.0
MIMAT0002825,0.0,0.0,0.0,0.0,0.0,0.346395,0.0,0.0,0.0,0.0,0.349033,0.0,0.0,0.467085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372939,0.21103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0002826,1.070046,0.0,1.82654,0.0,0.776478,1.731973,0.58316,0.0,0.0,0.3094,0.523551,0.0,1.264004,0.467085,0.0,0.503567,0.0,1.201032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.165444,0.0,0.151947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768046,0.0,1.626335,0.0,0.576452,0.0,1.071516,0.0,0.339438,0.0,0.0
MIMAT0002827,0.428019,0.0,0.608846,0.0,0.0,0.346395,0.14579,0.0,0.0,0.0,0.523551,0.0,0.0,0.0,0.0,1.007135,0.0,0.300258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293117,0.0,0.320018,0.0,0.542111,0.0,0.0,0.0,0.089293,0.0,0.0,0.0,0.0
MIMAT0002828,0.0,0.0,0.304423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
