,0775583e-c0a0-4f18-9ca2-8f89cedce3d6_01,180a2b9c-9cac-4d96-86e8-cd6b3b9386b5_01,1d136284-bdf5-498e-9506-4893801a337c_01,20bf79af-3b0f-477d-b619-5597d42f5d5e_01,20bf79af-3b0f-477d-b619-5597d42f5d5e_11,20ec1cd9-7bdb-4eb9-9d20-65795580f1f5_01,22bf93b3-c8dc-4669-862f-3e4ae478849b_01,2d6e20b2-82c7-4c12-92d0-93282b0a9031_01,2d6e20b2-82c7-4c12-92d0-93282b0a9031_11,32e9558c-946b-4288-91e1-504e47c308ac_01,3824cd6d-c85c-4b21-819a-932d1afef976_01,3c8ca064-a4a7-416f-a069-4324d4a72038_01,3c8ca064-a4a7-416f-a069-4324d4a72038_11,41b97b11-acaa-4fbc-b3b0-0abc1bcac13b_01,4290b3b3-94f6-43e4-8309-430dd973ae2d_01,47a9ef9b-04f0-4e8d-bfdb-0846ba30d08b_01,48d17b17-348c-405a-ae92-f190372a3aac_01,5166d82f-7b22-4101-bea9-6056e5a74c48_01,5cf3911a-f3ea-4c0e-851d-5bb57ca7190f_01,5fb3affa-3661-48e8-a1cc-b533c862e8c5_01,6e534dd3-81ac-4575-ab1e-02c21e10916d_01,6e534dd3-81ac-4575-ab1e-02c21e10916d_11,7047dc12-e2ed-40b7-86fd-c5c53a2766fd_01,779ce92d-1abd-44fc-9021-eda4d7f08fff_01,8944fe2a-e32f-4898-a2c5-fb6751f602a4_01,95b69517-4971-450e-9ed0-43bc8b2c0534_01,9d9109f5-5917-4126-8e34-8a7e4632e913_01,aaacf22c-2362-4613-b024-88fb7dd1cca1_01,aaacf22c-2362-4613-b024-88fb7dd1cca1_11,adc9a685-5b4a-4c29-881a-da1895c47520_01,adc9a685-5b4a-4c29-881a-da1895c47520_11,b10c64c2-7fd2-4210-b975-034affb14b57_01,b16e9c3f-c7df-46c2-bee3-ecaebbab025f_01,b4f7f9e4-5fc5-4461-8e0b-0b6c384863c6_01,b4f7f9e4-5fc5-4461-8e0b-0b6c384863c6_11,bc15cec4-1f82-47fe-ae69-3853194fab7e_01,ccb028ae-777c-4af6-b92e-40848f1cf774_01,dcc87c59-fd8c-4511-9983-96d5b9784cb0_01,e76cf9a0-061e-4a7d-ba28-5a40b8da54b8_01,e76cf9a0-061e-4a7d-ba28-5a40b8da54b8_11,f2d42e03-ca8d-4b57-ae39-0cc8f37b1b67_01,f47dbd99-920b-4b39-a1b0-6c152ad24884_01,f47dbd99-920b-4b39-a1b0-6c152ad24884_11,fe57b639-db7a-460f-adfe-552f1e034e46_01,ff4131c9-537c-46cc-b495-9af60d431f5e_01
MIMAT0002835,7.444533,8.387648,0.0,0.0,0.0,4.78842,0.0,0.0,0.0,0.0,4.804311,3.429263,0.0,0.118026,4.309489,0.0,0.0,13.36375,2.712315,0.0,0.0,0.0,5.899576,0.0,0.0,0.0,0.0,0.164925,0.0,0.0,0.0,0.0,0.0,5.695463,0.0,0.74838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.190775,0.0
MIMAT0002836,0.0,0.0,0.0,0.0,0.0,0.145104,0.0,0.178085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002837,0.0,0.645204,0.0,0.0,0.0,0.145104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208809,0.069547,0.0,0.0,0.0,0.235983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002838,0.504715,1.290408,0.0,0.0,0.0,0.870623,0.0,0.178085,0.0,0.0,0.411798,0.381029,0.0,0.0,0.587658,0.0,0.0,3.340938,0.556373,0.0,0.0,0.0,1.179915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921894,0.0
MIMAT0002839,0.126179,0.0,0.0,0.0,0.0,0.145104,0.0,0.0,0.0,0.0,0.0,0.285772,0.0,0.0,0.0,0.0,0.0,0.208809,0.069547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23638,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002840,0.126179,0.645204,0.0,0.0,0.0,0.145104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195886,0.0,0.0,0.208809,0.069547,0.0,0.0,0.0,0.235983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002841,0.126179,1.290407,0.0,0.0,0.0,0.725518,0.0,0.0,0.0,0.0,0.0,0.190515,0.0,0.0,0.0,0.0,0.0,0.208809,0.20864,0.0,0.0,0.0,0.707949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002842,0.0,0.0,0.0,0.0,0.0,0.145104,0.0,0.0,0.0,0.0,0.0,0.095257,0.0,0.0,0.0,0.0,0.0,0.835234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184379,0.0
MIMAT0002844,0.630893,2.580815,0.0,0.0,0.0,0.290207,0.0,0.178085,0.0,0.0,0.823596,0.571544,0.0,0.118026,0.587658,0.0,0.0,2.714512,0.625919,0.0,0.0,0.0,0.943932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.238144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.843789,0.0
MIMAT0002846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184379,0.0
MIMAT0002847,1.387964,3.22602,0.0,0.0,0.0,0.580414,0.0,0.0,0.0,0.0,0.823596,0.857315,0.0,0.0,0.783544,0.0,0.0,3.549746,0.41728,0.0,0.0,0.0,2.123847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990516,0.0,0.37419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.659411,0.0
MIMAT0002848,0.757072,0.0,0.0,0.0,0.0,0.580415,0.0,0.0,0.0,0.0,0.411798,0.190514,0.0,0.0,0.391772,0.0,0.0,1.252851,0.278186,0.0,0.0,0.0,0.235983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737516,0.0
MIMAT0002849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587658,0.0,0.0,0.0,0.069547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208809,0.069547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002851,0.378537,1.935612,0.0,0.0,0.0,1.305933,0.0,0.534255,0.0,0.0,0.0,0.285771,0.0,0.0,0.587658,0.0,0.0,1.879278,0.62592,0.0,0.0,0.0,0.707949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742887,0.0,1.12257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106274,0.0
MIMAT0002852,2.649749,5.16163,0.0,0.0,0.0,1.59614,0.0,0.0,0.0,0.0,1.647192,1.809889,0.0,0.0,1.175315,0.0,0.0,5.429024,1.530024,0.0,0.0,0.231787,4.483677,0.166368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96206,0.0,0.37419,0.0,0.0,0.47276,0.0,0.0,0.0,0.0,3.503199,0.0
MIMAT0002853,1.009429,1.290408,0.0,0.0,0.0,0.725519,0.0,0.0,0.0,0.0,0.823596,0.190515,0.0,0.0,0.587658,0.0,0.0,1.670469,0.278187,0.0,0.0,0.0,0.471966,0.0,0.0,0.1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553137,0.0
MIMAT0002854,0.0,0.0,0.0,0.0,0.0,0.145104,0.0,0.0,0.0,0.0,0.137266,0.190515,0.0,0.0,0.195886,0.0,0.0,0.208809,0.069547,0.0,0.0,0.0,0.235983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184379,0.0
MIMAT0002855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208809,0.20864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002856,0.0,0.645204,0.0,0.0,0.0,0.290208,0.0,0.0,0.0,0.0,0.274532,0.0,0.0,0.0,0.391772,0.0,0.0,0.835235,0.069547,0.0,0.0,0.0,0.471966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002857,2.649749,5.16163,0.0,0.0,0.0,1.59614,0.0,0.0,0.0,0.0,1.647192,1.809889,0.0,0.0,1.175315,0.0,0.0,5.429024,1.530024,0.0,0.0,0.231787,4.483677,0.166368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96206,0.0,0.37419,0.0,0.0,0.47276,0.0,0.0,0.0,0.0,3.503199,0.0
MIMAT0002858,0.252358,0.645204,0.0,0.0,0.0,0.435312,0.0,0.0,0.0,0.0,0.274532,0.190514,0.0,0.0,0.391772,0.0,0.0,0.417617,0.069547,0.0,0.0,0.0,0.707949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368758,0.0
MIMAT0002859,1.640323,3.871223,0.0,0.0,0.0,1.015727,0.0,0.0,0.0,0.0,0.823596,0.762058,0.0,0.0,1.762974,0.0,0.0,2.296895,0.486827,0.0,0.0,0.0,1.415898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742887,0.0,0.0,0.0,0.0,0.23638,0.0,0.0,0.0,0.0,1.84379,0.0
MIMAT0002861,0.252358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137266,0.571544,0.0,0.0,0.195886,0.0,0.0,0.208809,0.139093,0.0,0.0,0.0,0.943932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368758,0.0
MIMAT0002862,0.0,0.0,0.0,0.0,0.0,0.435311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417617,0.20864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002863,0.126179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274532,0.0,0.0,0.0,0.195886,0.0,0.0,0.626427,0.139093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368758,0.0
MIMAT0002866,0.0,1.290408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274532,0.190514,0.0,0.0,0.0,0.0,0.0,0.417617,0.139093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002867,0.126179,0.0,0.0,0.0,0.0,0.290208,0.0,0.0,0.0,0.0,0.137266,0.095257,0.0,0.0,0.195886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184379,0.0
MIMAT0002868,0.378536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118026,0.195886,0.0,0.0,0.208809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76103,0.0,0.0,0.0
MIMAT0002869,0.126179,0.0,0.0,0.0,0.0,0.290207,0.0,0.0,0.0,0.0,0.137266,0.0,0.0,0.0,0.391772,0.0,0.0,0.835234,0.278186,0.0,0.0,0.0,0.707949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368758,0.0
MIMAT0002870,0.126179,0.645204,0.271102,0.0,0.75645,0.145104,0.0,0.0,0.0,0.366844,0.0,0.190515,0.0,0.118026,0.0,0.149582,0.0,0.0,0.41728,0.309685,0.986654,0.231787,0.235983,0.0,0.86152,0.1464,0.154827,0.0,0.0,0.0,0.292087,0.28198,0.0,0.0,0.191565,0.748381,0.0,0.0,0.23638,0.584434,0.29792,0.0,0.166918,0.184379,0.235148
MIMAT0002871,45.171906,134.847585,50.696197,122.066601,140.510579,98.960681,193.722996,119.4951,186.853729,227.0763,144.678407,102.592113,181.652767,192.500962,224.876999,227.66351,148.906915,333.049702,73.649774,155.152168,201.935094,174.071708,109.024155,64.384239,196.905189,77.591743,77.568277,140.185908,217.264249,116.843813,209.426163,125.340087,71.549463,464.30394,205.740819,342.384123,69.941058,155.893084,137.809488,174.891896,94.738583,146.878715,144.551269,108.967895,314.157277
MIMAT0002872,1.640322,1.935611,0.948859,2.298323,1.512899,1.305933,0.951177,1.246595,0.823144,3.301594,3.980715,4.381836,1.513773,4.130922,2.546517,2.842055,3.510981,5.637833,3.199141,1.85811,1.973308,1.39072,0.943932,2.162779,2.297386,1.317597,1.393443,3.298492,1.726603,1.413433,1.168347,2.39683,3.344792,2.723917,1.14939,4.864473,1.341335,2.598217,3.072939,2.337737,0.0,1.52206,1.836101,2.028167,8.935612
MIMAT0002873,1.009431,0.645204,0.677755,1.021478,0.378225,0.580415,1.585295,0.890425,0.0,1.467376,2.196256,1.238345,1.009182,0.708157,2.742404,0.74791,1.445697,1.46166,1.043198,2.167795,0.986654,1.158934,0.471966,0.665472,0.765795,0.0,0.154827,1.154474,1.151068,1.17786,1.460433,0.70495,0.727129,2.971545,0.76626,2.619332,0.574858,1.299108,1.1819,0.730543,0.89376,1.775737,1.168428,1.290652,1.646034
MIMAT0002874,4.794784,18.710909,1.762167,4.59665,1.891125,3.482487,6.341179,2.493191,4.115721,2.567906,4.941577,10.57356,1.513773,4.012896,25.073395,3.2908,1.858754,23.177754,1.599571,4.33559,5.262153,6.953597,4.483677,5.989232,2.967457,1.610395,1.548269,3.95819,3.165439,1.177861,2.920867,2.11485,0.290852,9.409893,4.59756,2.993522,2.68267,1.948664,5.673118,5.99045,4.766721,0.253677,8.178998,5.900124,2.586625
MIMAT0002875,0.757072,0.645204,0.0,0.510739,1.134674,2.031451,0.951177,1.06851,0.0,2.201063,0.411798,0.285772,0.0,0.236052,0.0,0.299164,0.413057,1.044043,0.208641,0.929055,4.933269,1.39072,0.235983,0.831838,0.095724,0.1464,7.122038,1.484322,1.726603,1.17786,0.87626,0.84594,1.308831,1.981031,0.957825,4.864474,0.383238,0.433036,1.1819,1.022762,0.0,3.805149,0.166918,0.368758,0.0
MIMAT0002876,13.122568,47.099871,8.675284,34.219505,107.98323,16.686916,34.876481,29.918295,147.068427,22.010628,25.531483,16.670028,197.799679,12.982896,49.755016,39.639178,21.685473,15.869455,8.484679,51.098022,49.003795,164.568459,27.374029,20.130474,15.890258,17.567943,24.152996,24.573764,75.395011,19.316919,204.168603,34.401554,21.959286,50.516269,88.503033,102.15395,21.652984,40.27238,33.565948,149.176796,42.304648,22.830887,67.435004,23.96925,49.38101
MIMAT0002877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149582,0.0,0.0,0.0,0.309685,0.0,0.0,0.0,0.0,0.0,0.0,0.154827,0.0,0.0,0.235572,0.0,0.0,0.0,0.0,0.0,0.74838,0.0,0.433036,0.0,0.146109,0.0,0.0,0.166918,0.0,0.0
MIMAT0002878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366844,0.137266,0.095257,0.0,0.118026,0.0,0.0,0.0,0.0,0.0,0.0,0.328885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191565,0.74838,0.0,0.0,0.0,0.0,0.0,0.253677,0.0,0.0,0.705444
MIMAT0002879,0.0,0.0,0.0,0.0,0.0,0.0,0.317059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184379,0.0
MIMAT0002880,0.126179,1.935611,0.406653,1.532216,1.5129,0.290208,5.072942,0.534255,0.274381,11.005314,13.314805,0.571544,0.0,2.006448,0.783544,1.196654,0.0,0.626426,0.347733,0.929055,2.302193,0.463573,1.415898,0.0,1.148693,0.439199,1.393443,0.494774,0.287767,0.0,0.87626,0.98693,0.290851,1.238145,15.3252,132.089174,0.0,3.680809,1.65466,0.584434,0.0,2.029413,1.00151,2.028167,11.992532
MIMAT0002881,0.0,0.645204,0.135551,0.0,0.567336,0.145104,0.951177,0.178085,0.0,4.402126,2.470788,0.095257,0.0,0.118026,0.195886,0.299164,0.206528,0.0,0.0,0.929055,2.302194,0.463574,0.235983,0.0,0.191448,0.1464,0.154827,0.164925,0.0,0.0,0.584174,0.28198,0.145426,0.0,2.29878,28.064274,0.191619,1.948662,0.47276,0.730544,0.0,0.761031,0.0,0.921895,8.700467
MIMAT0002883,0.126179,0.0,0.948858,0.510738,0.189112,0.725518,0.0,0.534255,0.0,6.970034,3.843448,0.285772,0.504591,1.652368,0.587658,0.448746,0.0,0.417618,0.20864,0.61937,0.65777,0.69536,0.707949,0.0,0.957242,0.1464,2.167578,0.0,0.0,0.235572,0.87626,0.42297,0.145426,0.495258,6.13008,27.690081,0.0,1.299108,0.47276,1.314978,0.0,0.507354,0.0,0.184379,1.17574
MIMAT0002888,156.335172,709.07892,395.403237,757.936563,671.538457,332.867745,615.411346,848.041231,909.025558,1937.668841,415.641576,526.677616,811.886953,433.038642,420.371113,1051.260938,1141.27549,836.069595,603.872505,916.048123,900.485797,884.729301,362.941887,480.136714,982.132839,350.773225,635.409594,703.733251,903.589062,856.540531,1025.80849,673.791078,554.072051,699.798903,909.933794,1317.898231,329.776877,703.251019,563.5297,1042.630376,412.321378,881.779633,1066.775009,380.373539,2014.745172
MIMAT0002890,7.69689,2.580815,21.281559,4.59665,2.647574,4.208006,4.755884,32.589571,3.566959,1.834219,6.588771,5.143894,1.513773,1.770395,3.917718,3.2908,10.326417,3.758555,9.388783,6.1937,3.946615,9.735034,1.651881,6.82107,2.680284,2.635192,2.477231,2.308945,3.165439,8.716171,2.62878,1.97386,1.745109,1.98103,6.704775,1.870951,10.730683,1.732145,13.473655,3.506605,5.064641,1.52206,5.00755,1.659411,2.821772
MIMAT0002891,0.757072,0.645204,0.406654,0.510738,0.378224,0.145104,0.634118,1.06851,1.097526,3.668438,0.960862,0.666801,0.504591,0.472105,1.371202,1.495818,0.619585,0.208809,0.347733,0.309685,2.631077,0.463574,0.235983,0.166368,0.478621,0.585599,0.774135,0.494774,0.575534,0.471144,0.87626,0.56396,0.727129,1.238145,0.38313,1.12257,1.341335,0.866072,1.65466,0.292218,0.89376,1.775737,0.667673,0.184379,2.351477
MIMAT0003150,27.759276,92.90934,97.732508,66.906798,113.845716,35.695497,31.705893,92.604249,99.326063,41.086504,21.8253,52.677286,89.31261,9.088026,50.734446,39.489597,46.055815,42.179335,27.88816,66.272583,43.412757,73.01277,39.173181,57.064067,69.113047,22.691927,79.116546,42.550546,103.30843,196.231645,117.126767,66.829249,43.336869,27.486796,95.590939,40.412552,34.6831,33.343798,34.747848,108.996956,56.306892,103.246351,115.674397,47.754119,16.930632
MIMAT0003161,17.79117,7.097241,75.230989,1.276847,1.5129,5.513939,10.145885,42.918508,4.390102,4.035281,10.981283,10.57356,5.04591,9.914212,2.742402,9.274072,8.054604,2.296894,17.734365,9.600234,7.893229,6.490024,1.415898,8.651112,4.211875,1.463996,4.025499,1.649246,1.726604,12.720899,1.460434,4.934649,6.253306,1.981031,9.19512,1.122571,9.006109,2.165182,17.492114,4.091039,4.766722,1.52206,7.84516,3.503198,3.05692
MIMAT0003163,29.651951,8.387649,61.133651,2.809064,3.593137,9.57684,12.682357,40.781487,3.018195,5.502657,11.942145,3.429262,7.568865,2.832633,3.525946,21.988525,23.750755,5.220215,4.311885,11.148659,6.906575,6.026451,4.955643,6.155599,4.977671,2.781592,7.586518,4.617889,3.453206,11.778609,5.25756,3.10178,5.235327,4.704947,6.51321,3.367712,11.497159,4.979919,22.456092,3.360496,13.704323,2.283089,4.840631,4.056335,8.230168
MIMAT0003164,0.504715,0.0,0.542205,0.0,0.0,0.145104,0.0,0.35617,0.274381,0.0,0.137266,0.0,0.0,0.118026,0.391772,0.0,0.0,0.0,0.208641,0.0,0.0,0.231787,0.0,0.0,0.095724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191619,0.0,0.0,0.146109,0.0,0.0,0.166918,0.0,0.0
MIMAT0003165,0.0,0.0,0.135551,0.255369,0.189112,0.0,0.317059,0.534255,0.0,0.0,0.0,0.0,0.0,0.0,0.195886,0.0,0.0,0.208809,0.0,0.0,0.0,0.0,0.0,0.332736,0.095724,0.0,0.0,0.0,0.0,0.235572,0.0,0.14099,0.290852,0.0,0.191565,0.0,0.0,0.0,0.0,0.146109,0.0,0.0,0.166918,0.0,0.0
MIMAT0003180,28.642523,4.516427,39.716541,3.064433,4.538699,8.561116,9.828828,31.164892,5.762007,7.70372,14.275668,10.383047,6.559683,8.733948,3.525947,13.1632,8.467662,5.84664,8.762865,11.458344,7.89323,8.344317,6.135558,11.146626,5.743466,2.342395,4.180326,2.968645,5.755345,19.31692,4.381301,4.93465,7.416713,3.219174,9.57825,2.245141,11.880398,2.3817,17.728494,6.574884,8.341761,2.029413,7.845162,4.240714,6.584136
MIMAT0003214,0.0,0.0,0.0,0.0,0.189112,0.435311,0.317059,0.178085,0.274381,1.100531,0.0,0.190515,0.0,0.0,0.195886,0.149582,0.206528,0.0,0.139094,0.0,0.0,0.231787,0.0,0.0,0.095724,0.1464,0.154827,0.164925,0.287767,0.235572,0.292087,0.14099,0.145426,0.247629,0.0,1.496761,0.191619,0.216518,0.23638,0.438326,0.0,0.253677,0.166918,0.184379,1.881182
MIMAT0003215,0.883251,0.0,0.0,0.0,0.567337,0.145104,0.0,0.178085,0.548763,1.467376,0.0,0.095257,0.0,0.236053,0.0,0.149582,0.0,0.0,0.0,0.61937,69.394634,0.231787,0.235983,0.166368,3.637528,0.2928,0.154827,0.0,0.863301,0.235572,0.0,0.14099,0.145426,1.238145,0.38313,0.0,0.0,0.0,0.0,0.292218,0.59584,0.0,1.168428,0.0,92.413032
MIMAT0003218,17.791172,41.293039,75.36654,40.093006,6.051598,56.155108,15.218828,35.795104,4.390102,65.665037,47.356784,38.864979,7.568865,30.450796,79.137899,25.279326,8.67419,12.319707,62.73097,33.755661,260.80542,14.13898,113.035866,34.271713,55.137282,49.922234,98.469909,63.49597,8.057482,87.63286,4.673387,36.234423,106.887916,171.606737,16.666156,44.528645,63.04276,31.178616,67.841034,6.720992,27.110727,164.636072,13.353466,16.225338,63.960165
MIMAT0003220,0.0,0.0,0.0,0.0,1.134675,0.0,0.0,0.178085,0.274381,1.834219,0.137266,0.095257,0.504591,0.0,0.0,0.149582,0.0,0.208809,0.139093,0.0,0.986654,1.390719,0.235983,0.0,0.095724,0.292799,0.154827,0.0,0.863302,0.235572,0.292087,0.14099,0.145426,0.247629,0.76626,0.0,0.0,0.0,0.23638,1.461085,0.0,0.507353,0.834592,0.0,0.0
MIMAT0003225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382898,0.1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003228,0.0,0.0,0.135551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003233,0.126179,0.645204,0.406654,1.021477,7.942725,0.725518,3.487648,1.958936,6.310772,0.366844,2.058991,0.952573,3.532137,0.236053,0.979429,0.0,0.206528,0.417617,0.069547,1.548425,0.657769,3.708585,0.471966,0.0,0.0,0.1464,0.619308,0.494774,4.604275,0.471144,2.044607,0.42297,0.581703,0.0,14.942071,4.490284,0.383239,1.732145,0.0,1.168868,1.78752,0.507353,0.667673,0.553137,1.881181
