,0775583e-c0a0-4f18-9ca2-8f89cedce3d6_01,180a2b9c-9cac-4d96-86e8-cd6b3b9386b5_01,1d136284-bdf5-498e-9506-4893801a337c_01,20bf79af-3b0f-477d-b619-5597d42f5d5e_01,20bf79af-3b0f-477d-b619-5597d42f5d5e_11,20ec1cd9-7bdb-4eb9-9d20-65795580f1f5_01,22bf93b3-c8dc-4669-862f-3e4ae478849b_01,2d6e20b2-82c7-4c12-92d0-93282b0a9031_01,2d6e20b2-82c7-4c12-92d0-93282b0a9031_11,32e9558c-946b-4288-91e1-504e47c308ac_01,3824cd6d-c85c-4b21-819a-932d1afef976_01,3c8ca064-a4a7-416f-a069-4324d4a72038_01,3c8ca064-a4a7-416f-a069-4324d4a72038_11,41b97b11-acaa-4fbc-b3b0-0abc1bcac13b_01,4290b3b3-94f6-43e4-8309-430dd973ae2d_01,47a9ef9b-04f0-4e8d-bfdb-0846ba30d08b_01,48d17b17-348c-405a-ae92-f190372a3aac_01,5166d82f-7b22-4101-bea9-6056e5a74c48_01,5cf3911a-f3ea-4c0e-851d-5bb57ca7190f_01,5fb3affa-3661-48e8-a1cc-b533c862e8c5_01,6e534dd3-81ac-4575-ab1e-02c21e10916d_01,6e534dd3-81ac-4575-ab1e-02c21e10916d_11,7047dc12-e2ed-40b7-86fd-c5c53a2766fd_01,779ce92d-1abd-44fc-9021-eda4d7f08fff_01,8944fe2a-e32f-4898-a2c5-fb6751f602a4_01,95b69517-4971-450e-9ed0-43bc8b2c0534_01,9d9109f5-5917-4126-8e34-8a7e4632e913_01,aaacf22c-2362-4613-b024-88fb7dd1cca1_01,aaacf22c-2362-4613-b024-88fb7dd1cca1_11,adc9a685-5b4a-4c29-881a-da1895c47520_01,adc9a685-5b4a-4c29-881a-da1895c47520_11,b10c64c2-7fd2-4210-b975-034affb14b57_01,b16e9c3f-c7df-46c2-bee3-ecaebbab025f_01,b4f7f9e4-5fc5-4461-8e0b-0b6c384863c6_01,b4f7f9e4-5fc5-4461-8e0b-0b6c384863c6_11,bc15cec4-1f82-47fe-ae69-3853194fab7e_01,ccb028ae-777c-4af6-b92e-40848f1cf774_01,dcc87c59-fd8c-4511-9983-96d5b9784cb0_01,e76cf9a0-061e-4a7d-ba28-5a40b8da54b8_01,e76cf9a0-061e-4a7d-ba28-5a40b8da54b8_11,f2d42e03-ca8d-4b57-ae39-0cc8f37b1b67_01,f47dbd99-920b-4b39-a1b0-6c152ad24884_01,f47dbd99-920b-4b39-a1b0-6c152ad24884_11,fe57b639-db7a-460f-adfe-552f1e034e46_01,ff4131c9-537c-46cc-b495-9af60d431f5e_01
MIMAT0000062,15050.446177,19648.389766,31652.59169,26181.243364,22727.539194,25494.418886,16415.09099,16074.138959,18980.058505,20508.401462,28861.420733,23376.617931,19727.490569,19490.987802,22021.883199,21211.298515,24122.507642,21566.586451,17534.209769,31754.167124,28960.912412,22988.35922,24600.758021,27093.785378,24783.442573,14839.493443,33154.012824,14688.679265,23069.14672,23067.465755,16103.323918,25211.685871,28473.486418,20719.099091,22227.288051,34588.654475,16050.993736,25526.842841,32195.6526,28296.982516,28123.654699,39441.120165,29286.988352,24355.337848,19908.306521
MIMAT0000063,14777.64824,10822.002479,22558.046129,11676.257915,10829.52681,10328.47691,9847.215653,6907.386667,8974.192234,9813.071085,18945.733652,13753.820651,11014.212814,7542.473251,9342.581498,24644.500139,15510.483274,4280.993721,7342.026978,24465.731503,28895.135505,12560.281893,9343.275769,19028.619876,15945.299985,8961.992347,40542.816915,5980.660612,12866.360041,10249.982153,8330.896844,18552.588486,32312.580403,10271.146073,12537.929871,19315.70323,14420.12156,21986.337701,23023.16665,12063.888,11907.567318,52013.582856,14234.627737,7175.471127,13089.259466
MIMAT0000064,380.932917,883.929134,477.954,1669.605542,5856.435625,1832.513836,1609.391032,843.411019,4612.625601,1407.946423,1508.965599,955.430729,4824.394755,1681.63929,1641.915506,1018.652105,439.079203,882.007487,701.51583,2090.063821,807.411481,4818.147223,792.430985,1940.344596,372.942449,644.011442,641.602672,890.757742,6841.090048,1330.747377,4100.605175,1621.525674,2188.075615,1116.062863,5427.228284,2367.127831,823.196671,1123.296272,1460.827832,6183.166314,890.781011,1454.327572,5888.711545,684.967373,216.100702
MIMAT0000065,65.739004,135.492787,133.111406,158.839804,88.126419,87.497496,116.360621,102.220844,99.051682,107.852071,99.929679,115.166076,120.597253,53.46593,107.737238,133.426973,129.699783,51.784531,54.176747,166.920195,228.245854,129.336902,118.935442,172.523138,195.277873,85.497315,236.730329,150.081382,99.279689,130.978145,109.824599,224.738016,140.044984,145.358087,121.64378,320.681085,144.672598,139.437702,120.790134,103.883157,247.869498,205.224318,119.847357,136.624718,169.306317
MIMAT0000066,624.70979,507.775351,655.932899,717.843557,344.562956,1000.054268,1398.229797,1701.246933,320.477467,370.145373,995.590602,1112.414759,452.113555,1078.64272,954.551929,858.898733,1219.54972,786.373151,1015.935683,555.265141,1056.705939,566.486353,916.086089,1474.848224,1489.472417,630.103488,1251.930305,1238.583715,451.794531,1754.070629,339.112659,963.102501,1161.660773,895.178,487.724514,780.935152,1013.666291,623.355815,1022.343102,579.904703,1708.273687,925.411997,593.060806,1271.845208,1460.031835
MIMAT0000067,3042.542354,5493.909919,5838.1959,6343.122065,5807.455491,6380.061834,3604.959817,5433.732482,4442.783517,3339.012076,6270.038266,5752.112117,4499.438137,6746.267561,6373.147336,3863.249325,6218.774211,2427.191054,5593.696806,5425.370883,6320.502565,5418.242626,7942.95252,6080.567146,5627.73604,3385.049457,4288.550274,3704.206422,5163.98271,8485.781919,3963.616512,5943.150308,4103.623398,4373.371689,4601.008398,9151.197952,3283.780571,4294.637928,5317.83879,7927.702007,6356.124713,4764.045312,6888.218469,7975.859651,5127.394774
MIMAT0000068,139.805788,207.110403,137.584603,138.665617,172.659703,80.387417,167.090046,115.399143,191.792593,174.984483,159.914938,273.674224,168.02881,128.058577,210.969101,88.103683,149.733031,305.904586,144.2395,187.049719,177.268753,218.111153,198.697704,94.995865,161.774315,103.504454,165.974435,99.944304,264.170305,237.927925,163.276466,152.128181,158.514052,194.636213,189.074664,338.268028,141.989929,128.178757,169.957154,236.695799,172.495721,225.51844,305.460533,178.663093,268.068336
MIMAT0000069,406.799511,763.921238,480.529471,895.580699,308.820694,214.898491,465.125427,256.086369,372.06117,420.402969,200.408421,487.050577,363.810125,182.468719,537.902648,326.686667,534.701816,469.401713,209.821876,842.962471,487.735738,488.837859,295.214759,427.564577,524.76142,353.115621,475.008927,445.62626,471.074934,607.776282,419.144414,420.99606,373.744139,511.848664,441.174215,1204.14438,493.994652,638.512086,385.299249,355.335915,581.242054,649.665607,477.720245,312.890884,764.229903
MIMAT0000070,169.331557,620.040802,218.237646,318.956456,568.661259,161.355245,358.910688,327.142323,538.336294,421.136659,203.565538,402.366838,482.389016,186.36359,277.570303,264.011888,165.84224,122.361834,204.953617,264.161275,1292.516137,518.042962,527.422052,259.699728,344.033667,378.442733,400.227534,211.928106,677.116262,350.76701,589.430961,246.168493,300.304144,406.11118,605.728559,472.228156,173.223881,332.355393,295.002125,420.938639,577.369096,318.871406,583.713379,482.335032,602.683457
MIMAT0000071,141.193751,362.604507,333.185176,306.698724,690.827928,112.600422,223.843593,344.238492,685.404721,414.533471,164.856516,313.491778,538.90321,164.41069,211.752645,286.449159,210.0393,102.942636,200.91992,256.728835,785.047333,619.333689,226.779684,282.991183,278.079521,360.728393,283.178398,205.496047,604.311155,275.619478,662.744721,326.532776,242.279276,150.063034,515.884571,513.014899,130.876007,289.051759,289.329008,550.829111,467.436591,386.603038,698.553183,235.451772,506.743213
MIMAT0000072,4.290071,8.387648,4.066541,7.150344,5.673373,2.75697,4.438825,11.219361,6.03639,9.904781,3.294385,14.479109,13.623957,3.894869,8.814865,6.132855,2.47834,1.879278,5.911455,11.14866,34.86176,5.099304,8.967355,5.656496,8.423751,6.58798,6.657556,6.761909,5.179809,5.889305,4.673387,5.49861,9.88895,11.143295,7.087905,12.72247,11.497161,4.979919,7.564158,4.383256,7.448001,5.834561,6.00906,6.084502,25.395948
MIMAT0000073,27.38074,38.06702,11.928516,17.620492,27.232198,25.828449,15.852946,22.438723,24.694325,15.774284,23.747025,33.911598,23.715778,31.158954,36.826547,18.248982,12.185171,19.419199,25.45403,21.058577,41.43945,27.582603,47.196604,9.815686,16.943228,16.982345,12.850634,11.049947,35.395366,21.672642,25.411543,13.112068,14.688,51.259156,27.202231,30.683605,15.521167,12.558054,16.073835,25.568992,18.768963,15.220593,30.212215,50.704181,23.514767
MIMAT0000074,125.295261,161.300937,79.026426,122.577339,147.885966,97.219439,87.191202,122.166377,128.410492,74.836131,96.635292,123.929748,117.569707,98.906071,144.367899,72.397596,60.512797,49.278828,80.604426,126.970836,236.139083,181.488879,161.884352,65.548811,83.663166,91.792496,104.353332,53.765418,265.896907,110.954507,139.909529,97.98803,101.652589,171.111481,174.898853,219.649706,82.971173,86.607269,87.696947,114.549079,145.682915,157.025775,152.730266,175.344274,169.306317
MIMAT0000075,172.359843,623.912025,260.665212,354.197442,592.867659,176.155817,304.693615,302.210409,515.837018,246.51902,220.037466,476.286503,377.434084,215.516097,342.604416,215.547385,158.820278,127.999667,322.974077,288.936072,1085.647778,466.818131,557.863862,284.821225,325.941746,495.269539,283.488052,218.360164,905.027897,378.328958,531.013621,200.346751,275.727194,266.200928,562.051737,526.485752,162.493196,250.944561,323.367714,479.089827,420.961061,311.261107,824.743438,617.48472,400.221323
MIMAT0000076,552296.575017,529603.88361,518310.477344,314676.210671,75753.357969,561450.084497,460191.351394,525654.850066,85772.995491,254690.831404,512019.906868,575857.913448,64711.780132,519276.474927,427766.589435,517114.327625,486139.781257,126270.313163,696292.815372,321086.634991,420900.479224,164600.675802,519916.141067,486999.541493,401956.148241,637200.7887,453249.243748,470527.892296,66127.179869,541578.376162,58359.79882,331000.325267,482086.021652,384881.471254,93618.011706,247938.492096,474465.573666,371721.211199,495685.357543,91577.311573,328190.537755,344786.744288,122703.829802,459263.340178,201489.331235
MIMAT0000077,52674.858179,69610.387265,69131.721874,97575.394639,266903.347251,77073.828441,91649.048761,109499.718001,292995.427159,335116.560945,96860.547172,75532.276365,311997.711175,94039.9649,79941.618171,61997.021827,91742.151046,122159.080825,65990.753237,109961.698165,65886.749935,226679.838323,124859.560605,101872.499913,57177.840324,64538.905964,63339.529506,92928.412668,151694.474091,97672.240383,318631.830849,84813.08184,56749.920961,77239.127425,180200.223747,73429.981698,123636.436799,70102.088319,144096.246334,308293.207066,119662.873647,75828.989549,225741.84345,125560.142901,83249.797127
MIMAT0000078,2243.201508,3642.175161,2464.187677,7168.731539,1333.999511,4455.697395,4313.586483,5158.591009,1482.208286,2434.742162,3867.882531,3457.554253,1282.165787,2665.152779,3724.182484,5145.763731,5047.552112,2550.596932,2683.105057,4948.765721,2459.727271,2738.32642,7810.094078,2989.791026,5174.576502,3193.119695,6420.981151,3798.213438,2254.656145,5758.326946,1427.4277,3953.499815,5333.634268,5532.521955,2325.02452,2882.013683,6979.542719,6070.086933,5679.972808,1664.614331,5713.80904,9365.230282,1910.380217,4359.268801,2858.690132
MIMAT0000079,11.986961,20.001316,6.642013,21.706401,26.85397,13.349535,12.04824,6.411061,31.279479,8.070565,19.903576,11.716648,46.422373,12.746845,23.310421,11.517801,18.794075,78.929648,4.798712,18.581099,6.906576,43.112301,16.990777,10.314789,7.083609,3.220793,23.378862,9.070853,26.186816,5.653732,37.97127,23.968296,9.161822,25.505763,26.8191,7.857994,16.8625,25.982179,7.800537,21.770171,39.027528,15.981623,23.201646,27.656826,5.408397
MIMAT0000080,1062.423039,1374.283982,797.041835,1796.268794,879.751302,1242.377346,1192.458567,1337.062905,833.021908,1150.422092,1373.209481,1538.595923,1113.127791,1114.640748,1053.278421,991.876966,1553.299487,2427.399864,1041.041986,1700.170455,1579.961202,1417.374818,1902.731099,1480.171987,1706.384015,976.923934,2665.190239,1625.661739,845.172312,1872.563444,866.91332,2194.790902,2618.244939,1420.646249,835.415005,963.540017,1778.035825,1612.410823,1726.991611,1100.34324,1807.183149,1943.415931,1174.103487,1201.412494,1214.537678
MIMAT0000081,4449.306526,14089.314265,3460.354421,5765.476346,4079.723774,4598.189165,4499.065946,3660.361088,4831.581956,5540.441594,5622.417081,8180.697005,4281.454816,6696.342422,8367.069782,8070.835963,4175.589551,3068.651046,3806.072847,11575.714258,11180.757889,4397.686402,6229.715784,4916.659848,11101.068548,3366.603113,7034.560151,7150.635696,4280.537352,8732.897164,3607.27074,8245.939524,6552.156505,11750.727968,4695.449947,10339.626341,5521.511187,6413.484751,4233.327773,3221.108358,7109.862495,6560.075171,3863.157688,6435.190102,7022.68493
MIMAT0000082,2442.942087,2047.231496,1974.44071,3128.531276,2334.971924,2980.283611,993.345569,1362.529078,1569.735948,695.168964,1992.965663,2482.405259,1750.930843,2298.562968,2849.356114,1548.919611,1762.512674,2340.326685,1894.586523,3524.834258,991.586811,2485.67907,1836.891839,2495.013972,2212.383448,999.323056,3135.244705,1873.213561,3546.730948,2527.454172,1705.202154,3328.773249,2389.199406,2756.1082,2937.649421,7173.976408,1789.916222,2065.366834,1444.753999,2309.391218,2094.080176,3836.350228,3074.301689,1887.117379,1705.055701
MIMAT0000083,848.424283,385.186638,265.002856,678.005922,993.02969,755.409536,411.225408,256.08637,870.063398,648.212957,683.035825,587.547031,1075.788057,365.99968,1141.035293,505.287345,284.802551,641.042373,374.855787,989.133775,632.773804,967.245315,635.03031,345.212642,626.420788,229.408031,687.895912,413.465962,1073.083952,562.781995,741.316045,1082.661998,829.65382,1179.951085,1296.895114,1215.744281,602.451192,451.007352,371.589217,937.724459,429.302822,1357.930488,1014.696491,588.168485,506.743212
MIMAT0000084,1577.105166,1284.600663,992.506857,1905.822296,313.170284,1907.532418,843.059645,1739.179058,361.634675,818.061626,1818.363258,1418.666983,313.351024,871.9786,1396.666376,1115.581114,1559.495335,635.195732,830.316001,2305.604555,1263.903182,816.815838,1989.572853,1154.091611,1772.721056,1394.748126,1860.709672,1406.31203,521.146429,1963.023174,244.768654,2135.857091,2735.021803,1927.047082,597.874395,1107.977475,2727.318018,1600.285805,2286.030089,478.359285,1266.1603,2618.956538,587.051744,1161.033525,1094.847515
MIMAT0000085,59.934793,90.973728,86.481749,91.422266,187.788704,59.782699,112.872972,66.247656,148.989096,117.023167,61.769718,98.877077,133.71662,54.410142,91.47871,77.78254,124.949633,122.361835,66.695122,103.744463,149.31357,187.515328,124.127069,115.625439,111.423257,64.415786,135.938019,113.303198,214.674344,200.94309,167.657764,135.068394,118.231123,99.299139,176.814503,163.146971,87.761656,75.131805,116.771675,196.369848,112.911706,98.426497,232.851062,102.514633,176.595895
MIMAT0000086,11672.773709,9664.506955,10971.795971,12337.920194,5913.736711,4440.461514,8015.566325,3286.91664,4855.727519,3980.98869,5592.630349,4520.911501,4720.449003,7573.750235,8083.035246,5530.936883,11163.26869,2595.073161,4889.468661,10286.80544,5898.87262,11233.072049,6872.769518,9660.962923,2659.033724,7659.183116,5927.392995,8429.790857,10612.567199,7147.731802,5020.386193,12489.455713,6518.999437,5850.229664,8258.559124,23426.932047,5044.762277,7579.002067,7944.965086,5826.953753,7436.978731,6875.395104,9552.068002,5291.856947,7322.733346
MIMAT0000087,116175.958458,48789.017084,53148.728682,103288.009504,21227.309807,24354.484707,76017.727398,5526.514822,24517.898173,15145.879099,18283.425,35802.075522,27808.011189,21756.739449,83055.616118,46322.194723,43386.230054,33343.808568,15671.545108,41256.540548,16004.835921,25818.241327,50404.793473,40729.76788,22912.795408,53708.70949,34491.717227,64294.039448,24454.458101,29916.49201,26284.005829,88098.007207,12372.09443,29929.403517,22904.661927,17920.721799,39689.155107,127118.251396,19805.799726,22735.50794,75145.273273,43991.823502,22751.134461,54862.475519,50327.478394
MIMAT0000088,11636.181945,7172.084872,9226.165906,20594.781013,7196.108517,3372.934051,16479.77101,1353.446739,9151.991376,3896.614621,3135.019133,4085.871409,8912.08662,4428.584324,14148.054081,10681.786397,6539.719218,7064.203422,1538.230112,8684.805122,3889.059363,8123.887137,6534.841831,5885.085289,4323.011808,9727.368986,6193.695263,10607.290297,7359.07104,4652.551022,9878.956355,15050.397573,1948.414001,6489.359519,8180.400599,3924.507855,9237.776601,24252.849919,5272.453847,6180.098036,14533.732741,10520.980576,6242.411476,8257.590511,8837.31944
MIMAT0000089,0.126179,0.0,0.271102,0.255369,0.0,1.741244,0.317059,0.35617,0.0,0.0,49.690307,0.190514,0.0,2.950659,0.195886,0.0,0.0,0.0,0.278187,2.47748,16.115341,0.69536,6.135558,0.665471,0.0,1.171197,0.154827,0.659699,0.575534,0.0,0.0,0.14099,0.436277,1.238145,0.76626,5.612854,0.383239,1.08259,52.00358,0.0,0.29792,0.253677,0.333837,1.106274,1.175739
MIMAT0000090,31.796985,57.423135,17.350572,36.517833,28.93421,14.220156,22.194124,48.973401,36.218344,38.151754,20.727173,19.432489,32.798416,14.163161,39.177179,20.791872,26.642152,44.267422,12.518376,45.52369,54.923714,51.22483,24.306251,16.470386,38.002605,14.200754,20.746805,15.997686,35.683134,67.37365,20.446068,36.657393,24.722375,30.21071,35.056396,95.044335,14.754689,18.620563,26.00179,34.189394,79.246739,42.363983,37.055866,23.969248,63.254722
MIMAT0000091,7.696889,34.841003,13.012929,19.918818,22.315274,4.208007,22.828242,16.739999,34.023293,30.448035,10.020421,14.193338,56.009604,1.534342,40.744265,20.492708,13.42434,7.725917,4.590072,51.407704,41.439449,58.642,5.191626,14.806712,14.45439,8.491172,42.267744,24.243915,34.819833,14.841049,40.600051,34.542543,20.505029,67.107396,51.147858,66.980064,31.617191,19.703153,13.000895,15.487504,42.00673,49.720602,18.527934,18.622263,33.626117
MIMAT0000092,8297.120108,14380.301156,10183.293866,11903.792105,19823.149556,5223.585844,9772.38975,10464.636481,19564.216494,10583.076177,6151.165875,6893.294579,20460.156736,5927.282789,9618.976485,8835.797321,3773.891969,3839.363554,4153.596851,9581.962462,33600.815112,16241.747823,13389.204674,7086.092541,8629.463294,11039.547781,16376.970058,7058.113,21592.613127,12379.790448,23088.869423,6221.041543,8987.60129,9188.26547,21521.754122,14697.446564,7782.619358,10124.60621,7776.189834,12810.210301,11891.479632,14783.761053,17226.972533,14532.739784,20323.577295
MIMAT0000093,1129.045287,8233.445038,1435.624164,2759.777775,2349.533587,2167.122826,3842.436943,2606.809654,3015.177132,4428.538098,4460.871834,5845.845299,2380.155848,2657.48107,3439.756176,4003.407473,2739.59815,3268.272059,1925.882457,4483.618904,11731.968332,2948.55683,5030.214086,2424.806868,6285.650178,2310.916252,3646.63795,3627.846332,2690.335709,4625.460219,2599.27954,4221.944723,4387.494437,5822.742872,2365.636302,4707.31396,2590.693432,4524.14719,2911.727706,2385.075425,4828.390589,2892.166167,2996.51775,4514.147018,5948.765559
MIMAT0000094,2.902107,2.580814,1.626615,10.725517,0.75645,5.368835,7.292355,0.890425,3.292576,2.567906,4.667045,3.810292,3.027546,2.596579,7.835436,4.18829,1.858755,10.44043,7.44148,2.167795,14.142035,1.390719,29.261894,1.497309,15.50736,9.223169,8.205826,9.730551,2.877672,12.485326,1.168346,3.52475,3.490217,26.496279,3.8313,3.741902,0.574858,10.176353,8.982437,4.09104,3.57504,7.102944,4.006041,2.950061,1.175739
MIMAT0000095,23.595382,40.647836,18.028326,12.002365,0.75645,9.867047,30.120597,21.726381,0.548762,16.50797,7.549633,46.295049,1.009182,6.019343,27.424025,24.680999,47.088457,26.7275,17.595273,29.110386,66.763556,4.403944,37.285317,12.810302,33.886455,13.322355,32.203996,12.699194,0.863301,39.811702,0.292087,32.850664,29.812277,32.439369,0.0,2.993523,11.113921,18.83708,5.673118,0.876652,47.369291,28.919125,0.667674,35.769494,7.524725
MIMAT0000096,13.248743,23.227335,21.146007,48.009457,36.498708,28.440314,58.021781,45.055528,38.413394,39.252285,32.394786,36.197774,36.835145,35.525928,36.434775,81.970831,57.827929,10.231621,32.408683,55.433609,82.550015,40.099075,39.173181,40.094578,75.430866,36.160682,40.254995,43.540094,40.575177,97.055748,34.174145,58.087869,60.787958,48.039981,34.673266,86.437958,40.048441,64.089378,42.075624,49.092463,58.094414,33.231628,41.729581,38.3508,124.863409
MIMAT0000097,143.086429,234.208961,178.250004,1038.076863,2464.892208,789.50889,474.637189,231.154455,1992.008915,499.641227,544.534388,436.468952,1917.950471,569.241036,597.256071,335.511993,131.145482,359.150777,355.591399,846.988377,209.828321,2099.290875,314.565368,782.759269,105.201168,210.522496,238.743078,502.855093,2791.917538,503.888942,2322.965522,607.948762,622.712998,568.803284,2087.100778,875.23111,266.734117,392.114409,397.354627,2768.025847,280.342787,615.419272,2586.399427,398.627043,57.140883
MIMAT0000098,1910.468779,1905.286671,2947.157074,16077.295227,14381.059397,8389.747209,3783.146924,2298.722433,10775.50608,5605.37294,6519.99973,6292.316268,12719.225876,9831.12201,6563.744304,4443.477149,1734.011764,3795.513747,3298.870015,20402.974463,3151.371402,13494.613513,4158.020838,10193.339047,1001.564902,1615.957783,8149.468652,6632.442617,9117.04097,902.477113,12511.82586,8831.188901,3842.002502,5595.172033,7318.358058,12154.44929,5350.586737,5629.688971,15203.719297,11366.365938,3221.707647,7142.516494,11831.67155,5490.248574,754.118555
MIMAT0000099,4914.148149,10661.346745,5619.280494,23447.768639,62681.902571,9337.564172,13038.096533,6921.811558,44346.892709,11053.369903,8326.146309,6877.672384,44614.424335,7729.89908,16215.433733,13793.087977,11707.883869,9651.13305,7625.846361,26686.172695,9693.871015,43546.204565,7795.935096,9730.837292,9397.747715,6282.442137,5768.850255,11557.420893,68736.652992,22231.420006,47012.814718,18407.791784,11132.776316,9573.328205,53088.411079,76250.628169,8260.517985,13835.727661,8593.591555,50519.065119,6789.598418,11994.333882,63958.427989,8172.038732,9708.776677
MIMAT0000100,1138.13014,2485.32484,1428.711044,1363.162184,701.607342,339.687616,1288.844473,518.405716,490.593929,693.334744,761.689264,417.608005,557.068484,556.494194,1637.214245,484.495473,1659.45504,752.337354,550.391226,931.532371,639.351494,1375.42145,1248.114198,806.882562,182.35507,895.379402,690.373144,966.293208,1250.348554,483.394161,677.05697,1132.290468,494.738352,1198.77087,1103.22289,2969.574212,539.60005,1342.41266,1004.850991,541.039843,893.760213,564.937646,817.065194,1090.969569,1127.533044
MIMAT0000101,7209.587553,18261.846908,10411.020101,13089.983255,16726.621625,9949.611315,15917.308499,13821.362481,18289.440538,22559.058182,15835.971468,17811.591156,17652.1077,18875.244387,13868.329036,12024.283113,12926.814006,17862.948484,13993.317831,14439.061434,23244.241815,17794.022415,13624.007779,10913.876852,13228.831588,7615.995268,11160.697005,12421.790698,17239.270669,13187.567534,21591.048827,13911.762556,13414.942378,16136.233464,15241.678415,25309.85763,9034.085243,13832.046854,14075.95076,17627.700307,17028.813336,9940.568665,18744.093177,17162.535108,11742.803955
MIMAT0000102,0.0,0.0,0.542205,0.0,0.0,0.0,0.634118,0.0,0.0,0.733688,0.274532,0.095257,0.504591,0.118026,0.0,455.027855,0.413056,0.208809,0.0,0.0,255.543272,0.0,0.0,0.0,0.287172,0.0,0.309654,1.154473,0.0,0.235572,0.0,0.14099,0.0,0.0,0.0,2.245141,0.0,0.0,0.0,0.0,1.19168,0.0,0.0,0.0,0.0
MIMAT0000103,4.542427,13.549279,13.012928,4.085912,2.836687,8.996426,4.438825,5.876808,3.841338,3.301595,5.902439,9.906758,5.550501,2.596579,6.66012,2.542891,3.510982,7.934726,7.997852,6.503385,32.230685,6.026451,8.023423,4.491925,3.446079,7.905575,1.857923,11.049949,6.043111,6.124876,3.505041,3.80673,7.416712,12.381439,4.59756,20.206275,6.323438,4.113846,2.127419,4.383257,7.150081,4.312502,4.339877,10.878352,177.771632
MIMAT0000104,34.572911,64.520375,75.230988,58.224237,87.369968,26.263759,44.071188,48.261061,111.124463,137.933263,41.179813,88.398775,105.459523,24.903557,43.878439,48.314924,118.340726,51.784531,66.625574,68.130691,91.429896,94.105343,50.73635,107.140697,71.410438,35.575083,64.407989,79.658582,76.258311,65.017926,114.497986,50.89738,47.990493,50.268642,77.200699,87.93472,38.707105,62.357232,54.130999,114.987404,89.97186,45.915453,103.155524,53.469863,72.190332
MIMAT0000222,17335.160402,23904.798896,17150.090159,9473.951672,55183.970516,2222.697519,18075.211448,4803.667412,52690.007741,39525.949797,5051.25308,7306.806525,56153.411816,1198.91156,10804.281987,11928.401176,27840.843495,12664.867435,3730.54532,13019.775246,6634.587272,41702.574273,5292.627205,14232.243765,13148.518773,8845.165539,8416.235397,1925.329732,56105.398769,4267.626042,68622.849181,10172.567498,4814.17354,7222.83593,47798.343342,2482.378442,11260.893558,3229.585042,7344.087362,51022.701177,37182.212382,7689.950455,46088.15224,9673.988722,79429.588213
MIMAT0000226,40.503302,0.0,10.979657,3.830542,1.134674,0.725519,2.219413,0.35617,0.823144,1.467376,10.70675,0.952574,0.0,53.111852,2.154746,0.598327,1.23917,0.208809,0.347733,1.23874,436.758634,0.231787,75.514566,1.330941,2.297385,63.976588,0.464481,0.824623,3.165438,0.471144,0.292087,29.889875,0.290852,2.228659,2.107215,19.083704,93.701855,1.732145,1.89104,1.314977,99.207383,1.268383,2.003019,0.184379,589.985487
MIMAT0000227,284.911071,290.98689,77.535361,233.663056,258.895,169.481048,357.959512,194.112755,377.548796,221.573643,184.211028,214.519443,270.460787,118.026339,226.639971,463.105274,224.289753,150.550995,240.283256,261.683795,507.468805,347.448053,181.470944,155.054546,455.552649,243.755184,189.972606,328.859644,321.435979,468.553113,346.706912,328.365647,254.785888,425.178597,340.602588,369.700014,264.626305,207.424408,332.822911,274.245687,248.167418,325.974349,258.556483,245.776988,391.991151
MIMAT0000231,773.348074,1371.057964,733.46826,1829.466827,1083.047234,2601.708218,1098.292068,788.026555,986.675488,422.237189,2601.877825,3844.203633,1627.810636,1819.139977,1984.128149,1038.396904,490.091701,618.073428,1034.574154,2528.268047,742.62123,1720.319849,1388.76008,1892.597114,850.415997,463.061648,1290.017722,1327.148224,1572.647838,713.07706,1206.902242,2292.637942,1103.199629,2744.469646,2066.986453,2126.897659,1296.304812,852.648555,723.795279,1549.042494,1356.728002,1822.665901,2127.707875,1980.044313,273.71188
MIMAT0000232,1069.993744,1364.605928,1906.665042,4464.879676,2404.754436,4172.6002,1980.0329,1831.783309,2023.837158,925.546858,3497.401481,4584.924411,3525.577465,3070.809312,2986.084464,2182.39856,1421.534416,764.030633,1461.242107,6887.703278,1600.023159,4106.794269,2294.934883,3981.674287,1737.111558,1051.294878,2245.764171,3109.653254,3315.366104,1494.470058,2759.343051,5491.418435,2666.090008,4858.476448,4592.196407,4504.502819,3749.415561,2970.196271,2104.49032,2881.259954,2754.866896,4683.629851,4679.722126,2695.98733,872.397828
MIMAT0000242,0.126179,0.0,1.491064,36.517832,0.0,1.305933,3.170589,9.082339,0.0,4.402126,25.66875,1.809888,1.513773,0.354078,0.587658,0.448746,1.032641,0.417617,0.695466,2.47748,2.959961,2.78144,0.943932,0.998205,1.244418,2.342393,16.566479,0.32985,1.151068,1.649005,1.168347,2.25584,0.436278,4.20969,2.873475,14.593421,0.766476,1.082591,0.94552,1.314977,9.235522,6.849266,0.500755,2.396925,1.410885
MIMAT0000243,11063.836232,16493.988635,12524.400934,49525.587381,166678.643786,9787.675651,31650.088715,28766.441929,161868.833621,70540.023392,17953.71197,9783.115318,141329.890002,38046.262786,37193.441037,14957.283176,29264.856252,9658.023731,5960.137462,48108.939737,27567.757612,123629.8517,8020.118968,12929.419572,23796.427792,15157.326772,11096.598671,21671.751567,222345.066846,10180.488356,150453.858918,13549.418325,13762.800738,45386.391266,183279.822839,39133.944034,13730.10033,27396.47725,13010.113753,139805.541257,11197.623787,29439.669128,141062.007821,10464.789543,40184.619132
