,0030a28c-81aa-44b0-8be0-b35e1dcbf98c_01,0bf573ac-cd1e-42d8-90cf-b30d7b08679c_01,0e251c03-bf86-4ed8-b45d-3cbc97160502_01,0e9fcccc-0630-408d-a121-2c6413824cb7_01,1843c82e-7a35-474f-9f79-c0a9af9aa09c_01,1d0db5d7-39ca-466d-96b3-0d278c5ea768_01,1ea575f1-f731-408b-a629-f5f4abab569e_01,1f971af1-6772-4fe6-8d35-bbe527a037fe_01,25ff86af-beb4-480c-b706-f3fe0306f7cf_01,29aff186-c321-4ff9-b81b-105e27e620ff_01,29e3d122-15a1-4235-a356-b1a9f94ceb39_01,31bbad4e-3789-42ec-9faa-1cb86970f723_01,33365d22-cb83-4d8e-a2d1-06b675f75f6e_01,3622cf29-600f-4410-84d4-a9afeb41c475_01,3f5a897d-1eaa-4d4c-8324-27ac07c90927_01,45b0cf9f-a879-417f-8f39-7770552252c0_01,4dd86ebd-ef16-4b2b-9ea0-5d1d7afef257_01,58e66976-4507-4552-ac53-83a49a142dde_01,5eff68ff-f6c3-40c9-9fc8-00e684a7b712_01,67325322-483f-443f-9ffa-2a20d108a2fb_01,69f23725-adca-48ac-9b33-80a7aae24cfe_01,6a21c948-cd85-4150-8c01-83017d7dc1ed_01,6e9437f0-a4ed-475c-ab0e-bf1431c70a90_01,a43e5f0e-a21f-48d8-97e0-084d413680b7_01,a468e725-ad4b-411d-ac5c-2eacc68ec580_01,a5b188f0-a6d3-4d4a-b04f-36d47ec05338_01,a6923479-4e68-4ea8-87ed-e9642b9d43d5_01,a8e2df1e-4042-42af-9231-3a00e83489f0_01,b56bdbdb-43af-4a03-a072-54dd22d7550c_01,c1c06604-5ae2-4a53-b9c0-eb210d38e3f0_01,c3d662ee-48d0-454a-bb0c-77d3338d3747_01,c85f340e-584b-4f3b-b6a5-540491fc8ad2_01,c8cde9ea-89e9-4ee8-8a46-417a48f6d3ab_01,d7df78b5-24f1-4ff4-bd9b-f0e6bec8289a_01,dc87a809-95de-4eb7-a1c2-2650475f2d7e_01,e56e4d9c-052e-4ec6-a81b-dbd53e9c8ffe_01,e6365b38-bc44-400c-b4aa-18ce8ff5bfce_01,ea54dbad-1b23-41cc-9378-d4002a8fca51_01,ed746cb9-0f2f-48ce-923a-3a9f9f00b331_01,eda9496e-be80-4a13-bf06-89f0cc9e937f_01,f0a326d2-1f3e-4a5d-bca8-32aaccc52338_01,f553f1a9-ecf2-4783-a609-6adca7c4c597_01,f784bc3a-751b-4025-aab2-0af2f6f24266_01,f855dad1-6ffc-493e-ba6c-970874bc9210_01,f8cf647b-1447-4ac3-8c43-bef07765cabf_01,f978cb0f-d319-4c01-b4c5-23ae1403a106_01,fdecb74f-ac4e-46b1-b23a-5f7fde96ef9f_01
MIMAT0015037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
MIMAT0015039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MIMAT0015043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015045,4.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,3.0,0.0,0.0,3.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015050,5.0,1.0,1.0,1.0,2.0,1.0,7.0,9.0,7.0,1.0,7.0,0.0,3.0,11.0,14.0,1.0,26.0,0.0,2.0,2.0,0.0,12.0,4.0,6.0,1.0,12.0,13.0,14.0,2.0,3.0,280.0,1.0,5.0,5.0,15.0,4.0,15.0,11.0,2.0,0.0,2.0,3.0,2.0,6.0,7.0,7.0,2.0
MIMAT0015051,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0
MIMAT0015052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015053,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0
MIMAT0015054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
MIMAT0015055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
MIMAT0015060,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
MIMAT0015062,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIMAT0015063,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
MIMAT0015066,2.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,4.0,0.0,1.0,2.0,1.0,8.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
MIMAT0015067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015069,3.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
MIMAT0015070,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
MIMAT0015071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015073,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
MIMAT0015075,2.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,12.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,2.0,6.0,5.0,2.0,2.0,1.0
MIMAT0015076,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
MIMAT0015077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015078,6.0,3.0,1.0,4.0,1.0,3.0,4.0,6.0,1.0,0.0,17.0,7.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,0.0,2.0,11.0,6.0,6.0,4.0,0.0,6.0,5.0,4.0,9.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,3.0,15.0,0.0,0.0
MIMAT0015079,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
MIMAT0015083,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
MIMAT0015084,4.0,5.0,3.0,9.0,3.0,3.0,6.0,4.0,1.0,1.0,8.0,3.0,5.0,1.0,2.0,2.0,0.0,6.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,6.0,3.0,5.0,1.0,0.0,3.0,2.0,1.0,15.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,3.0
MIMAT0015085,9.0,6.0,10.0,16.0,5.0,11.0,17.0,5.0,2.0,2.0,6.0,2.0,7.0,5.0,6.0,2.0,33.0,13.0,4.0,1.0,6.0,11.0,6.0,7.0,18.0,4.0,4.0,5.0,1.0,3.0,17.0,5.0,1.0,3.0,0.0,5.0,2.0,6.0,1.0,28.0,4.0,3.0,4.0,14.0,22.0,3.0,5.0
MIMAT0015087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIMAT0015089,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MIMAT0015377,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015378,32.0,13.0,14.0,63.0,7.0,7.0,33.0,59.0,53.0,5.0,16.0,97.0,6.0,4.0,13.0,3.0,81.0,24.0,1.0,3.0,3.0,10.0,3.0,9.0,8.0,4.0,282.0,19.0,30.0,2.0,6.0,8.0,7.0,18.0,144.0,5.0,31.0,9.0,7.0,13.0,5.0,3.0,13.0,22.0,14.0,2.0,8.0
MIMAT0016847,204.0,39.0,72.0,37.0,21.0,22.0,148.0,142.0,50.0,35.0,90.0,59.0,23.0,38.0,64.0,94.0,28.0,82.0,13.0,24.0,71.0,170.0,16.0,40.0,59.0,12.0,71.0,53.0,40.0,51.0,42.0,75.0,62.0,105.0,14.0,5.0,116.0,92.0,62.0,30.0,75.0,49.0,176.0,89.0,225.0,13.0,49.0
MIMAT0016858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
MIMAT0016888,35.0,48.0,70.0,16.0,0.0,39.0,25.0,1.0,27.0,20.0,28.0,22.0,17.0,0.0,28.0,17.0,23.0,60.0,10.0,11.0,11.0,1.0,11.0,20.0,31.0,15.0,40.0,43.0,63.0,25.0,21.0,0.0,18.0,48.0,20.0,31.0,74.0,21.0,63.0,6.0,20.0,19.0,56.0,23.0,15.0,8.0,40.0
MIMAT0016895,64.0,336.0,317.0,245.0,111.0,63.0,257.0,478.0,106.0,59.0,208.0,104.0,49.0,70.0,152.0,45.0,71.0,120.0,45.0,77.0,79.0,57.0,36.0,135.0,210.0,119.0,165.0,635.0,144.0,155.0,96.0,106.0,216.0,533.0,206.0,56.0,233.0,478.0,109.0,121.0,171.0,35.0,145.0,104.0,508.0,63.0,119.0
MIMAT0016915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIMAT0016916,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
MIMAT0016925,54.0,38.0,47.0,11.0,29.0,29.0,48.0,20.0,17.0,12.0,39.0,10.0,22.0,14.0,19.0,22.0,13.0,136.0,7.0,6.0,17.0,35.0,10.0,9.0,30.0,15.0,60.0,160.0,51.0,13.0,10.0,42.0,11.0,45.0,34.0,14.0,51.0,24.0,29.0,13.0,9.0,15.0,61.0,39.0,83.0,7.0,24.0
MIMAT0016926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIMAT0017352,8.0,2.0,2.0,4.0,4.0,3.0,3.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,6.0,1.0,4.0,5.0,5.0,1.0,6.0,4.0,4.0,1.0,6.0,7.0,4.0,8.0,13.0,1.0,3.0,13.0,8.0,4.0,14.0,9.0,0.0,4.0,3.0,6.0,4.0,3.0,1.0,5.0
MIMAT0017392,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIMAT0017950,11.0,25.0,60.0,34.0,6.0,23.0,44.0,49.0,11.0,13.0,41.0,17.0,16.0,15.0,32.0,25.0,9.0,50.0,1.0,8.0,9.0,14.0,6.0,8.0,19.0,14.0,43.0,38.0,22.0,11.0,8.0,22.0,16.0,48.0,12.0,11.0,31.0,32.0,13.0,19.0,14.0,6.0,44.0,12.0,131.0,8.0,11.0
MIMAT0017981,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
MIMAT0017982,3.0,1.0,7.0,12.0,7.0,2.0,16.0,8.0,4.0,6.0,5.0,35.0,7.0,3.0,7.0,8.0,4.0,13.0,1.0,4.0,5.0,6.0,1.0,7.0,14.0,2.0,6.0,4.0,9.0,2.0,21.0,6.0,7.0,3.0,6.0,5.0,7.0,14.0,11.0,6.0,6.0,4.0,10.0,8.0,12.0,5.0,6.0
MIMAT0017983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0017984,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,9.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,2.0,0.0
MIMAT0017985,214.0,47.0,73.0,428.0,62.0,29.0,147.0,149.0,232.0,144.0,550.0,242.0,97.0,56.0,284.0,90.0,37.0,112.0,67.0,398.0,40.0,315.0,28.0,209.0,161.0,36.0,72.0,191.0,71.0,63.0,288.0,63.0,282.0,52.0,80.0,46.0,211.0,238.0,198.0,42.0,217.0,42.0,108.0,94.0,235.0,154.0,77.0
MIMAT0017986,4.0,0.0,1.0,7.0,0.0,1.0,3.0,0.0,1.0,0.0,8.0,5.0,3.0,1.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,11.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0
MIMAT0017987,2.0,2.0,2.0,4.0,2.0,5.0,1.0,17.0,3.0,0.0,3.0,17.0,1.0,1.0,8.0,8.0,2.0,9.0,0.0,4.0,3.0,5.0,2.0,4.0,2.0,0.0,4.0,15.0,1.0,9.0,24.0,5.0,1.0,3.0,1.0,2.0,7.0,5.0,11.0,1.0,7.0,1.0,8.0,4.0,1.0,4.0,8.0
MIMAT0017988,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MIMAT0017990,144.0,91.0,104.0,89.0,57.0,150.0,88.0,79.0,56.0,45.0,303.0,17.0,87.0,46.0,27.0,47.0,29.0,138.0,33.0,34.0,91.0,171.0,32.0,24.0,10.0,26.0,89.0,81.0,199.0,64.0,31.0,92.0,90.0,55.0,109.0,32.0,181.0,73.0,71.0,49.0,88.0,82.0,249.0,70.0,287.0,44.0,86.0
MIMAT0017991,9.0,17.0,8.0,5.0,3.0,7.0,5.0,4.0,3.0,3.0,22.0,4.0,5.0,7.0,3.0,3.0,0.0,9.0,0.0,3.0,2.0,16.0,0.0,0.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,9.0,1.0,6.0,2.0,5.0,3.0,11.0,1.0,17.0,0.0,3.0
MIMAT0017992,55.0,8.0,186.0,9.0,9.0,9.0,29.0,15.0,13.0,30.0,6.0,3.0,10.0,6.0,6.0,1.0,1.0,5.0,3.0,13.0,9.0,7.0,2.0,19.0,54.0,7.0,10.0,6.0,9.0,6.0,9.0,40.0,7.0,4.0,6.0,0.0,20.0,19.0,80.0,19.0,10.0,24.0,72.0,15.0,22.0,6.0,11.0
MIMAT0017993,10.0,7.0,42.0,2.0,1.0,5.0,17.0,2.0,5.0,7.0,1.0,1.0,8.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,6.0,5.0,7.0,3.0,8.0,6.0,2.0,18.0,2.0,1.0,2.0,1.0,22.0,6.0,20.0,29.0,3.0,7.0,32.0,6.0,30.0,1.0,7.0
MIMAT0017994,74.0,54.0,60.0,38.0,28.0,49.0,52.0,76.0,11.0,17.0,130.0,23.0,24.0,48.0,63.0,36.0,34.0,79.0,17.0,9.0,18.0,60.0,36.0,32.0,61.0,29.0,27.0,61.0,92.0,29.0,53.0,50.0,40.0,31.0,48.0,26.0,98.0,51.0,63.0,28.0,29.0,23.0,113.0,40.0,114.0,52.0,66.0
MIMAT0017996,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
MIMAT0017998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
