,0030a28c-81aa-44b0-8be0-b35e1dcbf98c_01,0bf573ac-cd1e-42d8-90cf-b30d7b08679c_01,0e251c03-bf86-4ed8-b45d-3cbc97160502_01,0e9fcccc-0630-408d-a121-2c6413824cb7_01,1843c82e-7a35-474f-9f79-c0a9af9aa09c_01,1d0db5d7-39ca-466d-96b3-0d278c5ea768_01,1ea575f1-f731-408b-a629-f5f4abab569e_01,1f971af1-6772-4fe6-8d35-bbe527a037fe_01,25ff86af-beb4-480c-b706-f3fe0306f7cf_01,29aff186-c321-4ff9-b81b-105e27e620ff_01,29e3d122-15a1-4235-a356-b1a9f94ceb39_01,31bbad4e-3789-42ec-9faa-1cb86970f723_01,33365d22-cb83-4d8e-a2d1-06b675f75f6e_01,3622cf29-600f-4410-84d4-a9afeb41c475_01,3f5a897d-1eaa-4d4c-8324-27ac07c90927_01,45b0cf9f-a879-417f-8f39-7770552252c0_01,4dd86ebd-ef16-4b2b-9ea0-5d1d7afef257_01,58e66976-4507-4552-ac53-83a49a142dde_01,5eff68ff-f6c3-40c9-9fc8-00e684a7b712_01,67325322-483f-443f-9ffa-2a20d108a2fb_01,69f23725-adca-48ac-9b33-80a7aae24cfe_01,6a21c948-cd85-4150-8c01-83017d7dc1ed_01,6e9437f0-a4ed-475c-ab0e-bf1431c70a90_01,a43e5f0e-a21f-48d8-97e0-084d413680b7_01,a468e725-ad4b-411d-ac5c-2eacc68ec580_01,a5b188f0-a6d3-4d4a-b04f-36d47ec05338_01,a6923479-4e68-4ea8-87ed-e9642b9d43d5_01,a8e2df1e-4042-42af-9231-3a00e83489f0_01,b56bdbdb-43af-4a03-a072-54dd22d7550c_01,c1c06604-5ae2-4a53-b9c0-eb210d38e3f0_01,c3d662ee-48d0-454a-bb0c-77d3338d3747_01,c85f340e-584b-4f3b-b6a5-540491fc8ad2_01,c8cde9ea-89e9-4ee8-8a46-417a48f6d3ab_01,d7df78b5-24f1-4ff4-bd9b-f0e6bec8289a_01,dc87a809-95de-4eb7-a1c2-2650475f2d7e_01,e56e4d9c-052e-4ec6-a81b-dbd53e9c8ffe_01,e6365b38-bc44-400c-b4aa-18ce8ff5bfce_01,ea54dbad-1b23-41cc-9378-d4002a8fca51_01,ed746cb9-0f2f-48ce-923a-3a9f9f00b331_01,eda9496e-be80-4a13-bf06-89f0cc9e937f_01,f0a326d2-1f3e-4a5d-bca8-32aaccc52338_01,f553f1a9-ecf2-4783-a609-6adca7c4c597_01,f784bc3a-751b-4025-aab2-0af2f6f24266_01,f855dad1-6ffc-493e-ba6c-970874bc9210_01,f8cf647b-1447-4ac3-8c43-bef07765cabf_01,f978cb0f-d319-4c01-b4c5-23ae1403a106_01,fdecb74f-ac4e-46b1-b23a-5f7fde96ef9f_01
MIMAT0000765,55.0,11.0,17.0,8.0,6.0,31.0,38.0,17.0,9.0,4.0,11.0,31.0,29.0,6.0,20.0,0.0,25.0,56.0,4.0,23.0,24.0,183.0,4.0,6.0,3.0,3.0,35.0,67.0,15.0,167.0,38.0,18.0,7.0,16.0,3.0,1.0,151.0,2.0,29.0,8.0,1.0,5.0,22.0,37.0,112.0,7.0,2.0
MIMAT0000770,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1093.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,23.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0
MIMAT0000772,20.0,21.0,47.0,56.0,26.0,28.0,29.0,28.0,9.0,18.0,220.0,30.0,16.0,13.0,41.0,9.0,8.0,38.0,11.0,16.0,19.0,151.0,21.0,15.0,39.0,23.0,77.0,50.0,34.0,41.0,45.0,19.0,6.0,143.0,46.0,16.0,63.0,38.0,41.0,12.0,60.0,12.0,41.0,32.0,406.0,16.0,30.0
MIMAT0000773,5.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0
MIMAT0001080,273.0,21.0,83.0,279.0,885.0,48.0,711.0,113.0,754.0,230.0,6092.0,1625.0,53.0,69.0,2633.0,277.0,868.0,803.0,698.0,53.0,83.0,94.0,1189.0,520.0,82.0,613.0,528.0,601.0,1869.0,101.0,60.0,125.0,50.0,581.0,2173.0,4741.0,1945.0,97.0,211.0,33.0,110.0,61.0,956.0,448.0,106.0,844.0,347.0
MIMAT0001339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001340,2023.0,807.0,339.0,405.0,376.0,672.0,1132.0,978.0,271.0,217.0,924.0,798.0,516.0,363.0,400.0,849.0,317.0,1267.0,215.0,218.0,271.0,500.0,186.0,309.0,564.0,184.0,905.0,989.0,924.0,564.0,1100.0,454.0,496.0,948.0,742.0,506.0,1558.0,602.0,637.0,230.0,358.0,258.0,1467.0,590.0,739.0,484.0,399.0
MIMAT0001341,756.0,118.0,1067.0,595.0,311.0,394.0,410.0,635.0,230.0,465.0,752.0,131.0,353.0,513.0,442.0,463.0,82.0,256.0,159.0,161.0,152.0,278.0,102.0,336.0,470.0,670.0,1069.0,2720.0,438.0,147.0,145.0,534.0,198.0,373.0,524.0,164.0,916.0,855.0,289.0,239.0,794.0,541.0,1605.0,177.0,2542.0,130.0,441.0
MIMAT0001343,174.0,50.0,32.0,65.0,18.0,32.0,72.0,156.0,31.0,24.0,247.0,146.0,27.0,39.0,68.0,18.0,13.0,98.0,13.0,29.0,25.0,103.0,15.0,20.0,56.0,11.0,47.0,364.0,47.0,47.0,111.0,34.0,107.0,169.0,41.0,77.0,99.0,80.0,59.0,20.0,111.0,36.0,111.0,24.0,359.0,52.0,36.0
MIMAT0001412,1.0,3.0,9.0,4.0,0.0,7.0,0.0,6.0,3.0,0.0,36.0,1.0,0.0,0.0,5.0,3.0,5.0,4.0,1.0,3.0,0.0,2.0,1.0,4.0,23.0,0.0,1.0,15.0,16.0,1.0,11.0,2.0,9.0,4.0,0.0,2.0,14.0,8.0,32.0,2.0,2.0,1.0,24.0,4.0,17.0,1.0,1.0
MIMAT0001413,37.0,82.0,510.0,105.0,48.0,1262.0,292.0,111.0,322.0,58.0,3001.0,74.0,191.0,24.0,69.0,250.0,869.0,241.0,569.0,67.0,94.0,141.0,24.0,60.0,84.0,42.0,100.0,13.0,2166.0,99.0,106.0,340.0,13.0,830.0,106.0,10.0,1371.0,44.0,4248.0,137.0,34.0,256.0,4019.0,657.0,111.0,21.0,77.0
MIMAT0001532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001536,1.0,1.0,4.0,54.0,0.0,3.0,4.0,1.0,1.0,1.0,12.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1302.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,8.0,0.0,5.0,1.0,3.0,6.0,4.0,2.0,9.0,1.0,3.0
MIMAT0001541,0.0,2.0,0.0,2.0,0.0,2.0,1.0,30.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0,159.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
MIMAT0001545,63.0,6.0,72.0,21.0,13.0,24.0,22.0,8.0,13.0,21.0,29.0,9.0,13.0,18.0,18.0,10.0,19.0,23.0,4.0,3.0,1.0,9.0,6.0,11.0,30.0,24.0,73.0,111.0,41.0,13.0,13.0,28.0,7.0,16.0,32.0,14.0,70.0,36.0,22.0,15.0,14.0,14.0,44.0,22.0,193.0,6.0,28.0
MIMAT0001618,63.0,3.0,7.0,18.0,1.0,31.0,29.0,26.0,8.0,4.0,11.0,36.0,5.0,17.0,10.0,9.0,3.0,19.0,4.0,7.0,8.0,4.0,5.0,11.0,15.0,7.0,4.0,155.0,8.0,16.0,29.0,6.0,29.0,16.0,3.0,26.0,12.0,24.0,10.0,3.0,35.0,6.0,21.0,4.0,18.0,14.0,12.0
MIMAT0001620,11.0,6.0,17.0,181.0,7.0,5.0,15.0,17.0,12.0,1.0,6.0,11.0,4.0,6.0,3.0,3.0,0.0,12.0,1.0,2.0,11.0,13.0,5.0,92.0,5.0,1.0,3421.0,9.0,7.0,5.0,11.0,5.0,20.0,11.0,5.0,4.0,19.0,14.0,14.0,2.0,7.0,2.0,12.0,10.0,12.0,13.0,9.0
MIMAT0001621,12.0,4.0,2.0,0.0,2.0,2.0,5.0,0.0,3.0,3.0,7.0,1.0,2.0,8.0,6.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,16.0,11.0,4.0,2.0,8.0,1.0,4.0,7.0,2.0,0.0,41.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,16.0,3.0,0.0
MIMAT0001625,14.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,5.0,4.0,1.0,13.0,10.0,15.0,4.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,4.0,1.0,7.0,5.0,9.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,2.0,27.0,0.0,6.0,0.0,6.0,1.0,6.0,0.0,12.0,2.0,0.0
MIMAT0001627,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,4.0,2.0,3.0,2.0,3.0,0.0,16.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIMAT0001629,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0
MIMAT0001631,486.0,468.0,19863.0,2512.0,194.0,9530.0,6490.0,96.0,988.0,182.0,2176.0,751.0,30769.0,293.0,1485.0,434.0,1122.0,420.0,1578.0,3148.0,597.0,1091.0,158.0,112.0,221.0,237.0,2973.0,585.0,360.0,1142.0,513.0,850.0,145.0,3745.0,11092.0,216.0,2107.0,717.0,1240.0,368.0,534.0,7487.0,8292.0,161.0,5603.0,796.0,581.0
MIMAT0001635,168.0,79.0,40.0,158.0,81.0,72.0,209.0,179.0,66.0,148.0,58.0,38.0,81.0,42.0,144.0,37.0,25.0,489.0,40.0,54.0,24.0,52.0,60.0,75.0,56.0,68.0,73.0,50.0,170.0,41.0,74.0,48.0,65.0,172.0,64.0,28.0,611.0,103.0,120.0,39.0,217.0,42.0,148.0,112.0,378.0,21.0,83.0
MIMAT0001636,5.0,6.0,3.0,3.0,5.0,1.0,3.0,4.0,1.0,3.0,7.0,0.0,2.0,0.0,5.0,2.0,0.0,14.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,10.0,5.0,3.0,2.0,7.0,0.0,1.0,9.0,1.0,1.0,9.0,3.0,3.0,1.0,4.0,0.0,4.0,2.0,14.0,1.0,3.0
MIMAT0001638,36.0,2.0,16.0,4.0,9.0,3.0,10.0,1.0,33.0,3.0,19.0,5.0,3.0,28.0,30.0,6.0,12.0,4.0,9.0,6.0,0.0,7.0,5.0,16.0,2.0,29.0,15.0,38.0,6.0,17.0,25.0,2.0,31.0,11.0,27.0,2.0,82.0,4.0,10.0,1.0,11.0,1.0,7.0,12.0,11.0,6.0,9.0
MIMAT0001639,114.0,17.0,19.0,4.0,10.0,12.0,51.0,17.0,38.0,9.0,42.0,8.0,75.0,109.0,49.0,21.0,42.0,14.0,17.0,24.0,10.0,10.0,5.0,34.0,12.0,82.0,61.0,64.0,15.0,16.0,79.0,6.0,51.0,53.0,41.0,24.0,370.0,25.0,12.0,2.0,33.0,2.0,33.0,51.0,47.0,18.0,18.0
MIMAT0002170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002171,90.0,1.0,4.0,5.0,2.0,4.0,8.0,4.0,29.0,17.0,22.0,4.0,47.0,53.0,20.0,13.0,172.0,10.0,4.0,24.0,3.0,4.0,3.0,13.0,3.0,13.0,37.0,42.0,10.0,3.0,165.0,2.0,27.0,29.0,17.0,6.0,259.0,21.0,16.0,3.0,11.0,13.0,28.0,20.0,39.0,5.0,3.0
MIMAT0002172,10.0,2.0,2.0,0.0,2.0,3.0,5.0,1.0,3.0,2.0,4.0,0.0,7.0,4.0,3.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,24.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,4.0
MIMAT0002173,2.0,1.0,0.0,3.0,0.0,3.0,11.0,1.0,5.0,0.0,7.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,43.0,0.0,0.0,5.0,3.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
MIMAT0002174,285.0,216.0,340.0,130.0,172.0,205.0,354.0,135.0,99.0,62.0,654.0,189.0,182.0,144.0,163.0,275.0,82.0,531.0,74.0,73.0,105.0,291.0,64.0,204.0,258.0,126.0,511.0,347.0,313.0,160.0,268.0,234.0,113.0,248.0,274.0,239.0,469.0,259.0,279.0,118.0,213.0,58.0,562.0,198.0,526.0,134.0,247.0
MIMAT0002175,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIMAT0002176,12.0,2.0,4.0,0.0,2.0,5.0,8.0,4.0,2.0,0.0,3.0,2.0,7.0,6.0,5.0,2.0,17.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,14.0,10.0,10.0,5.0,3.0,13.0,0.0,3.0,7.0,5.0,0.0,36.0,4.0,2.0,1.0,1.0,0.0,5.0,5.0,6.0,5.0,6.0
MIMAT0002177,781.0,174.0,2953.0,522.0,108.0,2231.0,3167.0,1298.0,346.0,195.0,1021.0,462.0,5403.0,83.0,587.0,75.0,424.0,1469.0,613.0,1329.0,233.0,1191.0,219.0,177.0,435.0,111.0,558.0,151.0,270.0,601.0,1906.0,251.0,50.0,3882.0,3726.0,153.0,613.0,273.0,380.0,1164.0,214.0,1770.0,1960.0,203.0,1912.0,481.0,195.0
MIMAT0002178,6.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
MIMAT0002804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002805,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002807,5.0,1.0,10.0,3.0,1.0,4.0,7.0,2.0,1.0,4.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,6.0,2.0,1.0,5.0,3.0,6.0,5.0,2.0,5.0,7.0,4.0,3.0,7.0,2.0,1.0,1.0,2.0,0.0,3.0,8.0,8.0,0.0,0.0
MIMAT0002808,11.0,123.0,38.0,19.0,9.0,34.0,98.0,1.0,12.0,9.0,20.0,0.0,0.0,55.0,16.0,15.0,1.0,9.0,17.0,14.0,6.0,73.0,2.0,39.0,67.0,1.0,24.0,26.0,62.0,33.0,41.0,37.0,19.0,3.0,18.0,1.0,84.0,45.0,24.0,21.0,3.0,23.0,19.0,20.0,41.0,35.0,45.0
MIMAT0002809,6845.0,7817.0,18487.0,3336.0,2822.0,2962.0,13608.0,4534.0,8284.0,9599.0,5958.0,473.0,10621.0,3794.0,2037.0,3055.0,5322.0,9668.0,2695.0,1433.0,1046.0,2287.0,1109.0,4819.0,3406.0,994.0,5013.0,1325.0,7962.0,4250.0,2334.0,11857.0,2432.0,3924.0,2721.0,750.0,36601.0,5822.0,14481.0,9302.0,2403.0,18623.0,47480.0,6794.0,11191.0,1412.0,10180.0
MIMAT0002810,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MIMAT0002811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MIMAT0002813,48.0,5.0,16.0,1.0,6.0,5.0,9.0,4.0,32.0,7.0,10.0,1.0,45.0,34.0,24.0,15.0,10.0,6.0,7.0,4.0,2.0,1.0,2.0,15.0,0.0,40.0,35.0,27.0,2.0,6.0,1.0,1.0,14.0,23.0,27.0,6.0,176.0,7.0,8.0,0.0,12.0,5.0,13.0,31.0,16.0,9.0,7.0
MIMAT0002814,44.0,5.0,5.0,3.0,1.0,1.0,13.0,5.0,5.0,8.0,10.0,3.0,29.0,36.0,28.0,4.0,52.0,6.0,14.0,10.0,2.0,9.0,2.0,6.0,4.0,26.0,40.0,17.0,13.0,8.0,2.0,2.0,13.0,37.0,15.0,1.0,121.0,8.0,4.0,1.0,12.0,1.0,8.0,15.0,17.0,6.0,2.0
MIMAT0002815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002816,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,7.0,0.0,9.0,7.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,5.0,0.0,23.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,9.0,2.0,0.0
MIMAT0002817,34.0,4.0,5.0,8.0,4.0,4.0,13.0,0.0,10.0,6.0,16.0,3.0,35.0,26.0,23.0,11.0,45.0,9.0,5.0,3.0,5.0,12.0,1.0,5.0,2.0,19.0,40.0,13.0,11.0,7.0,36.0,2.0,5.0,12.0,18.0,9.0,91.0,9.0,6.0,0.0,8.0,4.0,12.0,4.0,16.0,1.0,5.0
MIMAT0002818,9.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,6.0,1.0,2.0,2.0,10.0,13.0,4.0,1.0,14.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,9.0,3.0,1.0,17.0,1.0,3.0,4.0,1.0,0.0,52.0,2.0,3.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0
MIMAT0002819,66.0,559.0,495.0,151.0,387.0,281.0,474.0,1676.0,124.0,346.0,480.0,326.0,59.0,45.0,129.0,553.0,16.0,371.0,371.0,35.0,77.0,248.0,157.0,90.0,136.0,105.0,210.0,2221.0,929.0,81.0,141.0,194.0,179.0,1308.0,136.0,604.0,268.0,459.0,136.0,808.0,161.0,30.0,1126.0,230.0,284.0,46.0,177.0
MIMAT0002820,57.0,119.0,44.0,151.0,104.0,51.0,83.0,115.0,18.0,30.0,114.0,56.0,42.0,52.0,63.0,39.0,14.0,81.0,13.0,39.0,38.0,123.0,19.0,38.0,56.0,31.0,97.0,109.0,133.0,74.0,122.0,28.0,34.0,39.0,53.0,43.0,322.0,70.0,15.0,20.0,95.0,10.0,48.0,79.0,237.0,37.0,47.0
MIMAT0002821,18.0,56.0,58.0,14.0,20.0,95.0,155.0,57.0,5.0,8.0,22.0,37.0,5.0,10.0,23.0,11.0,33.0,223.0,2.0,8.0,26.0,41.0,7.0,4.0,22.0,46.0,34.0,37.0,116.0,48.0,81.0,22.0,27.0,42.0,33.0,22.0,149.0,18.0,18.0,20.0,25.0,4.0,46.0,10.0,65.0,37.0,63.0
MIMAT0002822,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
MIMAT0002823,1.0,0.0,11.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0,11.0,0.0,9.0,4.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,7.0,0.0,9.0,3.0,4.0,6.0,12.0,0.0,7.0,3.0,4.0,0.0,0.0
MIMAT0002824,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
MIMAT0002825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIMAT0002826,5.0,0.0,6.0,0.0,2.0,5.0,4.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,2.0,0.0,12.0,0.0,3.0,0.0,0.0
MIMAT0002827,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIMAT0002828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIMAT0002830,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0
MIMAT0002832,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
MIMAT0002833,5.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,7.0,2.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0
