Case ID,Read Counts,Sample,TCGA Project,miRNA
5433,54d21956-25e4-42df-adbe-6907721fc4b5,565.638099,54d21956-25e4-42df-adbe-6907721fc4b5_01,MESO,miR-151a-3p
5434,554f4424-bb94-4958-a316-6d7d4eb4181b,892.782992,554f4424-bb94-4958-a316-6d7d4eb4181b_01,MESO,miR-151a-3p
5435,5a197d56-e835-4f96-ad85-04ae9f6aff32,923.209364,5a197d56-e835-4f96-ad85-04ae9f6aff32_01,MESO,miR-151a-3p
5436,676ea428-80ef-4371-b90b-95e46708278c,777.26497,676ea428-80ef-4371-b90b-95e46708278c_01,MESO,miR-151a-3p
5437,6821f2b2-1b21-4046-b7d6-8979fe36add6,1610.290747,6821f2b2-1b21-4046-b7d6-8979fe36add6_01,MESO,miR-151a-3p
5438,74f63637-cc7c-4539-a57e-783c8f62fb95,1488.345241,74f63637-cc7c-4539-a57e-783c8f62fb95_01,MESO,miR-151a-3p
5439,77c64e5d-da34-467a-a8d3-c79060700e4f,781.43952,77c64e5d-da34-467a-a8d3-c79060700e4f_01,MESO,miR-151a-3p
5440,7a92421e-4860-41c7-afd2-fa715357f023,1698.20255,7a92421e-4860-41c7-afd2-fa715357f023_01,MESO,miR-151a-3p
5441,7d93f1b4-3460-4917-9f33-2a9c6df773f2,1911.010697,7d93f1b4-3460-4917-9f33-2a9c6df773f2_01,MESO,miR-151a-3p
5442,827d74a2-0331-434c-aef6-2d15b634ccb8,1560.249901,827d74a2-0331-434c-aef6-2d15b634ccb8_01,MESO,miR-151a-3p
5443,83b97927-a1be-441a-97a1-4363e1f2d530,1468.612815,83b97927-a1be-441a-97a1-4363e1f2d530_01,MESO,miR-151a-3p
5444,880befcf-2bb1-4d37-b65b-5f2970bfb18b,2098.834882,880befcf-2bb1-4d37-b65b-5f2970bfb18b_01,MESO,miR-151a-3p
5445,894b5569-4e33-4e8d-a70c-63dd4c74c3cf,2287.364037,894b5569-4e33-4e8d-a70c-63dd4c74c3cf_01,MESO,miR-151a-3p
5446,8ba34bcc-daad-4d69-9f02-e6a1c18de68b,937.74157,8ba34bcc-daad-4d69-9f02-e6a1c18de68b_01,MESO,miR-151a-3p
5447,92c1f122-2f48-47a7-b3b8-c1792a1f4f32,1663.509696,92c1f122-2f48-47a7-b3b8-c1792a1f4f32_01,MESO,miR-151a-3p
5448,97408569-ef36-46d6-941a-aca9e0ab297e,1920.469852,97408569-ef36-46d6-941a-aca9e0ab297e_01,MESO,miR-151a-3p
5449,98889636-e53c-44df-951e-01a70033e754,817.743745,98889636-e53c-44df-951e-01a70033e754_01,MESO,miR-151a-3p
5450,99826daa-eb83-40ba-950d-0bb7084d960d,1786.313987,99826daa-eb83-40ba-950d-0bb7084d960d_01,MESO,miR-151a-3p
5451,9ad7575d-2ad4-4fda-8176-55145396f04a,1690.405887,9ad7575d-2ad4-4fda-8176-55145396f04a_01,MESO,miR-151a-3p
5452,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa,779.226722,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa_01,MESO,miR-151a-3p
5453,a3c28058-d305-4f85-b42b-a221e5234ec8,2509.350834,a3c28058-d305-4f85-b42b-a221e5234ec8_01,MESO,miR-151a-3p
5454,a48996be-7dae-451a-8129-9de8dfe7221a,1250.443202,a48996be-7dae-451a-8129-9de8dfe7221a_01,MESO,miR-151a-3p
5455,a61ea4c7-2506-4d56-aeb5-edf83199d421,787.926506,a61ea4c7-2506-4d56-aeb5-edf83199d421_01,MESO,miR-151a-3p
5456,aaace369-0a47-4176-811b-61cd42bf647f,851.18432,aaace369-0a47-4176-811b-61cd42bf647f_01,MESO,miR-151a-3p
5457,af5bde54-d20c-41a1-9537-69aed5562f08,684.43615,af5bde54-d20c-41a1-9537-69aed5562f08_01,MESO,miR-151a-3p
5458,b100c424-90c6-4e16-9d9e-40ad38606b5d,1605.994481,b100c424-90c6-4e16-9d9e-40ad38606b5d_01,MESO,miR-151a-3p
5459,b106d71c-7809-4efa-a969-ee1f93a44720,1370.099536,b106d71c-7809-4efa-a969-ee1f93a44720_01,MESO,miR-151a-3p
5460,b1f27fa2-133c-42c0-b69e-815af67e2a7e,1522.639726,b1f27fa2-133c-42c0-b69e-815af67e2a7e_01,MESO,miR-151a-3p
5461,bbabcd40-0a6c-430f-8325-ee1ed1d08afa,1077.217117,bbabcd40-0a6c-430f-8325-ee1ed1d08afa_01,MESO,miR-151a-3p
5462,c328f661-c109-4e01-b819-299a75bd4348,2392.58617,c328f661-c109-4e01-b819-299a75bd4348_01,MESO,miR-151a-3p
5463,c5ad9aef-27c6-4101-befb-6227cd1266ba,606.495561,c5ad9aef-27c6-4101-befb-6227cd1266ba_01,MESO,miR-151a-3p
5464,c5d4d4b4-2c9e-4865-8860-68327356d461,1206.634916,c5d4d4b4-2c9e-4865-8860-68327356d461_01,MESO,miR-151a-3p
5465,c61937ab-01ff-42e5-a534-3b33d6a9f582,1152.853354,c61937ab-01ff-42e5-a534-3b33d6a9f582_01,MESO,miR-151a-3p
5466,c739fd61-22b2-412d-bcf3-89bda45a2c0f,325.375085,c739fd61-22b2-412d-bcf3-89bda45a2c0f_01,MESO,miR-151a-3p
5467,c9c7366b-8826-4bd2-a3dc-5883e34c1502,1208.403092,c9c7366b-8826-4bd2-a3dc-5883e34c1502_01,MESO,miR-151a-3p
5468,c9ce1f62-2df1-4974-868b-d075781ce282,1234.171647,c9ce1f62-2df1-4974-868b-d075781ce282_01,MESO,miR-151a-3p
5469,ca9031aa-87e5-4d5b-a526-3615efac3077,1207.135327,ca9031aa-87e5-4d5b-a526-3615efac3077_01,MESO,miR-151a-3p
5470,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c,1486.175032,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c_01,MESO,miR-151a-3p
5471,cb245767-f9d2-4cca-95f0-f3d247c05f01,761.815701,cb245767-f9d2-4cca-95f0-f3d247c05f01_01,MESO,miR-151a-3p
5472,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567,1404.64858,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567_01,MESO,miR-151a-3p
5473,ccf7073e-b224-497a-a476-c67aff5226bd,1382.648122,ccf7073e-b224-497a-a476-c67aff5226bd_01,MESO,miR-151a-3p
5474,d3a6accc-5c45-4e70-baf5-2188af53e0db,2058.71778,d3a6accc-5c45-4e70-baf5-2188af53e0db_01,MESO,miR-151a-3p
5475,d4d2b087-b7b4-4e53-a0b6-0190380c5a48,1087.392679,d4d2b087-b7b4-4e53-a0b6-0190380c5a48_01,MESO,miR-151a-3p
5476,d4d3c554-bab2-47e7-a1c8-8890db28abf8,1178.409843,d4d3c554-bab2-47e7-a1c8-8890db28abf8_01,MESO,miR-151a-3p
5477,d940e476-fb0a-4cc3-8ab5-691156e7c09b,2009.334522,d940e476-fb0a-4cc3-8ab5-691156e7c09b_01,MESO,miR-151a-3p
5478,dc6720dd-5028-49d3-8508-a7936e7b3faa,1913.493506,dc6720dd-5028-49d3-8508-a7936e7b3faa_01,MESO,miR-151a-3p
5479,de7c2f09-b840-4071-a1f1-558d1fb28576,1746.162203,de7c2f09-b840-4071-a1f1-558d1fb28576_01,MESO,miR-151a-3p
5480,e0df1fef-c650-4088-a974-26f712ed4f64,1278.607517,e0df1fef-c650-4088-a974-26f712ed4f64_01,MESO,miR-151a-3p
5481,e23bc730-b369-4d6a-90ce-7223e234cd4d,1705.60619,e23bc730-b369-4d6a-90ce-7223e234cd4d_01,MESO,miR-151a-3p
5482,e4469259-2504-4987-88a4-02cae33f46f2,1375.934714,e4469259-2504-4987-88a4-02cae33f46f2_01,MESO,miR-151a-3p
5483,e611ee05-92c8-41d6-a052-18dd749f8779,2260.793419,e611ee05-92c8-41d6-a052-18dd749f8779_01,MESO,miR-151a-3p
5484,e656cf38-2f5d-4306-90d9-ecb504d86351,1674.194862,e656cf38-2f5d-4306-90d9-ecb504d86351_01,MESO,miR-151a-3p
5485,e6633347-a907-4a6c-9343-a207fdb05169,2330.308307,e6633347-a907-4a6c-9343-a207fdb05169_01,MESO,miR-151a-3p
5486,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6,1084.579889,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6_01,MESO,miR-151a-3p
5487,e93761b9-e0a2-48d5-8b21-a6670021cae4,943.671338,e93761b9-e0a2-48d5-8b21-a6670021cae4_01,MESO,miR-151a-3p
5488,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292,1193.756255,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292_01,MESO,miR-151a-3p
5489,eb5a5b41-b493-408c-902e-c625f5ba7d2f,1039.615299,eb5a5b41-b493-408c-902e-c625f5ba7d2f_01,MESO,miR-151a-3p
5490,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc,932.660769,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc_01,MESO,miR-151a-3p
5491,ef8b1e2c-9623-44fe-b591-8c8e6a232da5,953.791866,ef8b1e2c-9623-44fe-b591-8c8e6a232da5_01,MESO,miR-151a-3p
5492,f15667dc-8376-40b6-84b2-8f5370c3d66a,753.665646,f15667dc-8376-40b6-84b2-8f5370c3d66a_01,MESO,miR-151a-3p
5493,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8,579.566119,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8_01,MESO,miR-151a-3p
5494,f544c652-8ee2-4bfe-a42c-41ab4b3697d1,1062.040901,f544c652-8ee2-4bfe-a42c-41ab4b3697d1_01,MESO,miR-151a-3p
5495,f8970455-bfb2-4b1d-ab71-3c5d619898ad,1107.134849,f8970455-bfb2-4b1d-ab71-3c5d619898ad_01,MESO,miR-151a-3p
5496,0304b12d-7640-4150-a581-2eea2b1f2ad5,62.928031,0304b12d-7640-4150-a581-2eea2b1f2ad5_01,ACC,miR-151a-5p
5497,075dbfd0-9cf4-4877-884f-ae858902c79e,49.376922,075dbfd0-9cf4-4877-884f-ae858902c79e_01,ACC,miR-151a-5p
5498,0824b246-9fa2-4a8b-ad4c-1ffc7731bf7d,177.374316,0824b246-9fa2-4a8b-ad4c-1ffc7731bf7d_01,ACC,miR-151a-5p
5499,08e0d412-d4d8-4d13-b792-a4dd0bd9ec2b,175.793127,08e0d412-d4d8-4d13-b792-a4dd0bd9ec2b_01,ACC,miR-151a-5p
5500,0acc28bc-d348-41df-8f49-bc0332eb9be4,64.728551,0acc28bc-d348-41df-8f49-bc0332eb9be4_01,ACC,miR-151a-5p
5501,0b73cbba-5520-4610-b649-912d76114033,114.087284,0b73cbba-5520-4610-b649-912d76114033_01,ACC,miR-151a-5p
5502,15fb07ae-101c-4553-891d-539cee89a5e9,61.788076,15fb07ae-101c-4553-891d-539cee89a5e9_01,ACC,miR-151a-5p
5503,199560cb-15e5-4276-865a-7d44d47c856c,79.070215,199560cb-15e5-4276-865a-7d44d47c856c_01,ACC,miR-151a-5p
5504,1ae9cd13-73ef-4b1a-a734-4c465c73bc8e,69.910699,1ae9cd13-73ef-4b1a-a734-4c465c73bc8e_01,ACC,miR-151a-5p
5505,1d5602a7-72e7-4dc6-b2db-2f778fcbf475,31.14516,1d5602a7-72e7-4dc6-b2db-2f778fcbf475_01,ACC,miR-151a-5p
5506,202f7a77-9e5a-4f12-8ffe-78ae5527a746,124.487372,202f7a77-9e5a-4f12-8ffe-78ae5527a746_01,ACC,miR-151a-5p
5507,240dca72-76e0-4d57-978d-1242e6e7ed68,92.432806,240dca72-76e0-4d57-978d-1242e6e7ed68_01,ACC,miR-151a-5p
5508,28153e3e-8515-4852-aaa0-247f86399f27,116.936793,28153e3e-8515-4852-aaa0-247f86399f27_01,ACC,miR-151a-5p
5509,2f04e760-8a64-49f2-a1d6-3d390604745c,95.021598,2f04e760-8a64-49f2-a1d6-3d390604745c_01,ACC,miR-151a-5p
5510,33c02ece-911b-4f45-b410-9df07e9b189e,23.498244,33c02ece-911b-4f45-b410-9df07e9b189e_01,ACC,miR-151a-5p
5511,344f7ea4-2bd4-4f2d-89f2-9fc7f572a3d6,81.848696,344f7ea4-2bd4-4f2d-89f2-9fc7f572a3d6_01,ACC,miR-151a-5p
5512,388b8788-a635-4bc9-9b73-d204b2256747,95.498836,388b8788-a635-4bc9-9b73-d204b2256747_01,ACC,miR-151a-5p
5513,424a497a-48b9-4507-b234-c4fd08c8acad,44.32015,424a497a-48b9-4507-b234-c4fd08c8acad_01,ACC,miR-151a-5p
5514,42ef34cc-ffb4-432c-82bb-7aa56639ff51,106.758884,42ef34cc-ffb4-432c-82bb-7aa56639ff51_01,ACC,miR-151a-5p
5515,42f69b2b-f3aa-4f4e-ac3a-149e14789927,72.896766,42f69b2b-f3aa-4f4e-ac3a-149e14789927_01,ACC,miR-151a-5p
5516,48402d61-3a6b-4603-bfa0-b1a38a47d34d,95.336733,48402d61-3a6b-4603-bfa0-b1a38a47d34d_01,ACC,miR-151a-5p
5517,4fbbbe43-3c0e-4475-bcf8-3745bd7195eb,41.085396,4fbbbe43-3c0e-4475-bcf8-3745bd7195eb_01,ACC,miR-151a-5p
5518,56cdbba2-327e-4acd-a1eb-0f313a77834f,127.813401,56cdbba2-327e-4acd-a1eb-0f313a77834f_01,ACC,miR-151a-5p
5519,5e086192-ab74-4aa3-bf6b-b34ab19995db,86.265051,5e086192-ab74-4aa3-bf6b-b34ab19995db_01,ACC,miR-151a-5p
5520,5eb5ee1f-ecff-4427-b717-b91380c043ae,123.428292,5eb5ee1f-ecff-4427-b717-b91380c043ae_01,ACC,miR-151a-5p
5521,5f3e2974-f1df-47a2-8a8a-29bb525eeef6,42.857591,5f3e2974-f1df-47a2-8a8a-29bb525eeef6_01,ACC,miR-151a-5p
5522,5f461197-15ed-43cf-9331-9e0efc4622a4,67.153787,5f461197-15ed-43cf-9331-9e0efc4622a4_01,ACC,miR-151a-5p
5523,63b7b596-cb55-41dc-b862-a6c3a058dfe2,60.569603,63b7b596-cb55-41dc-b862-a6c3a058dfe2_01,ACC,miR-151a-5p
5524,69f4f19c-08c8-4001-92a8-fed155c3b4fe,60.179523,69f4f19c-08c8-4001-92a8-fed155c3b4fe_01,ACC,miR-151a-5p
5525,6d980941-219e-40a0-9b41-e84c3fb0bd1a,48.415162,6d980941-219e-40a0-9b41-e84c3fb0bd1a_01,ACC,miR-151a-5p
5526,70f1569e-f8f5-4f1d-bf18-d0586b29077d,110.692555,70f1569e-f8f5-4f1d-bf18-d0586b29077d_01,ACC,miR-151a-5p
5527,71892706-f8b6-44e6-8de4-6cbb43f612e0,60.41209,71892706-f8b6-44e6-8de4-6cbb43f612e0_01,ACC,miR-151a-5p
5528,723eb689-7b4f-4758-bcdf-426b12508935,95.801578,723eb689-7b4f-4758-bcdf-426b12508935_01,ACC,miR-151a-5p
5529,802dbd0d-ef07-4c91-ab8d-1dd39532e947,99.192257,802dbd0d-ef07-4c91-ab8d-1dd39532e947_01,ACC,miR-151a-5p
5530,82940e94-ac74-4a9b-9da5-9e4b7d4d45c0,95.497342,82940e94-ac74-4a9b-9da5-9e4b7d4d45c0_01,ACC,miR-151a-5p
5531,83e7b9f8-04a4-440f-aafc-7a8e9ddff284,108.485883,83e7b9f8-04a4-440f-aafc-7a8e9ddff284_01,ACC,miR-151a-5p
5532,888a7158-2319-4563-849b-573705c72ab7,108.099267,888a7158-2319-4563-849b-573705c72ab7_01,ACC,miR-151a-5p
5533,8b3649e3-16e2-4044-8ab8-f4d28a87e513,65.190279,8b3649e3-16e2-4044-8ab8-f4d28a87e513_01,ACC,miR-151a-5p
5534,8e7c2e31-d085-4b75-a970-162526dd07a0,72.0261,8e7c2e31-d085-4b75-a970-162526dd07a0_01,ACC,miR-151a-5p
5535,905368c2-ba60-4dda-b32d-a51a203b5e4d,97.017834,905368c2-ba60-4dda-b32d-a51a203b5e4d_01,ACC,miR-151a-5p
5536,94cdac79-2b4e-483a-8f17-3e0c9be589d0,130.479774,94cdac79-2b4e-483a-8f17-3e0c9be589d0_01,ACC,miR-151a-5p
5537,99f86b57-3894-45c5-bfbe-c757c69a3050,150.775684,99f86b57-3894-45c5-bfbe-c757c69a3050_01,ACC,miR-151a-5p
5538,9a8ea017-0152-48b2-accb-d040deb1c6b6,129.128438,9a8ea017-0152-48b2-accb-d040deb1c6b6_01,ACC,miR-151a-5p
5539,9c87dcee-d422-4df1-82e1-3fa201473e31,51.547974,9c87dcee-d422-4df1-82e1-3fa201473e31_01,ACC,miR-151a-5p
5540,9ec86c06-e7a9-4ea6-b36d-6f832909054b,110.976103,9ec86c06-e7a9-4ea6-b36d-6f832909054b_01,ACC,miR-151a-5p
5541,a19104d6-b6a6-4878-af2c-783679070a05,78.335628,a19104d6-b6a6-4878-af2c-783679070a05_01,ACC,miR-151a-5p
5542,a477b55d-a591-482f-a554-d8ef7298c23d,67.638768,a477b55d-a591-482f-a554-d8ef7298c23d_01,ACC,miR-151a-5p
5543,a53e9117-0a49-40d8-af40-7867370b671a,102.794538,a53e9117-0a49-40d8-af40-7867370b671a_01,ACC,miR-151a-5p
5544,a5be4e42-cb6c-4e67-8547-45dbd058bb95,39.174534,a5be4e42-cb6c-4e67-8547-45dbd058bb95_01,ACC,miR-151a-5p
5545,a9a57127-94d3-425f-a4c5-5cbcf24a9a35,66.175394,a9a57127-94d3-425f-a4c5-5cbcf24a9a35_01,ACC,miR-151a-5p
5546,b3164f7b-c826-4e08-9ee6-8ff96d29b913,77.978568,b3164f7b-c826-4e08-9ee6-8ff96d29b913_01,ACC,miR-151a-5p
5547,b4b41a43-ee45-4aa3-abf0-100db752a6ac,125.443258,b4b41a43-ee45-4aa3-abf0-100db752a6ac_01,ACC,miR-151a-5p
5548,b7adb786-1f81-43ca-ac72-7243966cd439,76.180184,b7adb786-1f81-43ca-ac72-7243966cd439_01,ACC,miR-151a-5p
5549,bafe2638-4adc-4957-9d62-d7eebe5dd2f9,56.758272,bafe2638-4adc-4957-9d62-d7eebe5dd2f9_01,ACC,miR-151a-5p
5550,bdfcd747-f6a2-42e2-bc9b-483112205fa8,68.863982,bdfcd747-f6a2-42e2-bc9b-483112205fa8_01,ACC,miR-151a-5p
5551,c0e1a036-be4c-4fb5-bb50-e2431be60ed4,104.226244,c0e1a036-be4c-4fb5-bb50-e2431be60ed4_01,ACC,miR-151a-5p
5552,c4dd9501-c193-45fb-8535-a9d901520bdd,56.311712,c4dd9501-c193-45fb-8535-a9d901520bdd_01,ACC,miR-151a-5p
5553,c6312de5-dd56-4025-80d1-dbdd8568d047,83.975754,c6312de5-dd56-4025-80d1-dbdd8568d047_01,ACC,miR-151a-5p
5554,c72b973b-4719-46ab-ac99-05d14088d3bc,81.487795,c72b973b-4719-46ab-ac99-05d14088d3bc_01,ACC,miR-151a-5p
5555,c8898b42-b704-45a0-9829-144b98f416e0,53.037501,c8898b42-b704-45a0-9829-144b98f416e0_01,ACC,miR-151a-5p
5556,cf327482-199b-4604-ac19-c8b68d91c5d9,93.279232,cf327482-199b-4604-ac19-c8b68d91c5d9_01,ACC,miR-151a-5p
5557,cf332daa-f335-4af1-81de-cbfdafb0f764,63.593732,cf332daa-f335-4af1-81de-cbfdafb0f764_01,ACC,miR-151a-5p
5558,d63f2f1e-1970-445f-907b-23cf4d9efd83,370.169475,d63f2f1e-1970-445f-907b-23cf4d9efd83_01,ACC,miR-151a-5p
5559,d885b720-e813-4828-a731-b3cdcbd20687,88.095844,d885b720-e813-4828-a731-b3cdcbd20687_01,ACC,miR-151a-5p
5560,d890cbf7-41d8-4992-99c2-24c60c77b156,68.833814,d890cbf7-41d8-4992-99c2-24c60c77b156_01,ACC,miR-151a-5p
5561,dafb9844-1a5c-4af8-b382-59c751942bb8,79.999137,dafb9844-1a5c-4af8-b382-59c751942bb8_01,ACC,miR-151a-5p
5562,de7f06aa-9638-4389-ac8e-711adfa0f2a5,97.488524,de7f06aa-9638-4389-ac8e-711adfa0f2a5_01,ACC,miR-151a-5p
5563,dfd687bc-6e69-42f7-af94-d17fc150d1a1,61.188444,dfd687bc-6e69-42f7-af94-d17fc150d1a1_01,ACC,miR-151a-5p
5564,dfef51c8-6050-4ebb-b25c-e74919397244,58.777849,dfef51c8-6050-4ebb-b25c-e74919397244_01,ACC,miR-151a-5p
5565,e612ef6e-f3f2-44be-ab15-8e4095687cd6,39.912938,e612ef6e-f3f2-44be-ab15-8e4095687cd6_01,ACC,miR-151a-5p
5566,e93ca89f-ca48-43ca-bf1c-adc7491c0fe5,91.318162,e93ca89f-ca48-43ca-bf1c-adc7491c0fe5_01,ACC,miR-151a-5p
5567,edc62c30-cacc-457d-96ba-d05ed35432a3,58.857442,edc62c30-cacc-457d-96ba-d05ed35432a3_01,ACC,miR-151a-5p
5568,f13a3d5e-7f8e-4acb-ad46-f6380a9443e8,64.136621,f13a3d5e-7f8e-4acb-ad46-f6380a9443e8_01,ACC,miR-151a-5p
5569,f63946ec-ddcb-469a-8f5e-74366b7f419b,49.529688,f63946ec-ddcb-469a-8f5e-74366b7f419b_01,ACC,miR-151a-5p
5570,f8954241-e541-406f-a09d-c3c987473732,86.898416,f8954241-e541-406f-a09d-c3c987473732_01,ACC,miR-151a-5p
5571,f8e77bb6-e521-4a6a-9cb4-4b58ee38ca7f,124.948255,f8e77bb6-e521-4a6a-9cb4-4b58ee38ca7f_01,ACC,miR-151a-5p
5572,fad4b7e6-510c-4968-83df-3140ed5a0549,65.800067,fad4b7e6-510c-4968-83df-3140ed5a0549_01,ACC,miR-151a-5p
5573,fb504e55-1859-48ee-aec7-a3fcb082785e,63.081229,fb504e55-1859-48ee-aec7-a3fcb082785e_01,ACC,miR-151a-5p
5574,fb54458d-c373-46c2-841e-82663e13efaa,78.850155,fb54458d-c373-46c2-841e-82663e13efaa_01,ACC,miR-151a-5p
5575,fc83ab27-929e-4ad4-ba18-abb0694f1e43,58.02964,fc83ab27-929e-4ad4-ba18-abb0694f1e43_01,ACC,miR-151a-5p
5576,0304b12d-7640-4150-a581-2eea2b1f2ad5,792.004794,0304b12d-7640-4150-a581-2eea2b1f2ad5_01,ACC,miR-151a-3p
5577,075dbfd0-9cf4-4877-884f-ae858902c79e,946.768508,075dbfd0-9cf4-4877-884f-ae858902c79e_01,ACC,miR-151a-3p
5578,0824b246-9fa2-4a8b-ad4c-1ffc7731bf7d,1559.975961,0824b246-9fa2-4a8b-ad4c-1ffc7731bf7d_01,ACC,miR-151a-3p
5579,08e0d412-d4d8-4d13-b792-a4dd0bd9ec2b,911.194373,08e0d412-d4d8-4d13-b792-a4dd0bd9ec2b_01,ACC,miR-151a-3p
5580,0acc28bc-d348-41df-8f49-bc0332eb9be4,610.893065,0acc28bc-d348-41df-8f49-bc0332eb9be4_01,ACC,miR-151a-3p
5581,0b73cbba-5520-4610-b649-912d76114033,2413.659104,0b73cbba-5520-4610-b649-912d76114033_01,ACC,miR-151a-3p
5582,15fb07ae-101c-4553-891d-539cee89a5e9,658.660888,15fb07ae-101c-4553-891d-539cee89a5e9_01,ACC,miR-151a-3p
5583,199560cb-15e5-4276-865a-7d44d47c856c,1715.751136,199560cb-15e5-4276-865a-7d44d47c856c_01,ACC,miR-151a-3p
5584,1ae9cd13-73ef-4b1a-a734-4c465c73bc8e,1030.772524,1ae9cd13-73ef-4b1a-a734-4c465c73bc8e_01,ACC,miR-151a-3p
5585,1d5602a7-72e7-4dc6-b2db-2f778fcbf475,1039.823637,1d5602a7-72e7-4dc6-b2db-2f778fcbf475_01,ACC,miR-151a-3p
5586,202f7a77-9e5a-4f12-8ffe-78ae5527a746,2137.03321,202f7a77-9e5a-4f12-8ffe-78ae5527a746_01,ACC,miR-151a-3p
5587,240dca72-76e0-4d57-978d-1242e6e7ed68,1570.136141,240dca72-76e0-4d57-978d-1242e6e7ed68_01,ACC,miR-151a-3p
5588,28153e3e-8515-4852-aaa0-247f86399f27,1345.085793,28153e3e-8515-4852-aaa0-247f86399f27_01,ACC,miR-151a-3p
5589,2f04e760-8a64-49f2-a1d6-3d390604745c,1495.845205,2f04e760-8a64-49f2-a1d6-3d390604745c_01,ACC,miR-151a-3p
5590,33c02ece-911b-4f45-b410-9df07e9b189e,426.081717,33c02ece-911b-4f45-b410-9df07e9b189e_01,ACC,miR-151a-3p
5591,344f7ea4-2bd4-4f2d-89f2-9fc7f572a3d6,1508.589185,344f7ea4-2bd4-4f2d-89f2-9fc7f572a3d6_01,ACC,miR-151a-3p
5592,388b8788-a635-4bc9-9b73-d204b2256747,765.904917,388b8788-a635-4bc9-9b73-d204b2256747_01,ACC,miR-151a-3p
5593,424a497a-48b9-4507-b234-c4fd08c8acad,599.967099,424a497a-48b9-4507-b234-c4fd08c8acad_01,ACC,miR-151a-3p
5594,42ef34cc-ffb4-432c-82bb-7aa56639ff51,1365.915082,42ef34cc-ffb4-432c-82bb-7aa56639ff51_01,ACC,miR-151a-3p
5595,42f69b2b-f3aa-4f4e-ac3a-149e14789927,1088.64694,42f69b2b-f3aa-4f4e-ac3a-149e14789927_01,ACC,miR-151a-3p
5596,48402d61-3a6b-4603-bfa0-b1a38a47d34d,1203.433695,48402d61-3a6b-4603-bfa0-b1a38a47d34d_01,ACC,miR-151a-3p
5597,4fbbbe43-3c0e-4475-bcf8-3745bd7195eb,684.919149,4fbbbe43-3c0e-4475-bcf8-3745bd7195eb_01,ACC,miR-151a-3p
5598,56cdbba2-327e-4acd-a1eb-0f313a77834f,1631.761659,56cdbba2-327e-4acd-a1eb-0f313a77834f_01,ACC,miR-151a-3p
5599,5e086192-ab74-4aa3-bf6b-b34ab19995db,1654.67541,5e086192-ab74-4aa3-bf6b-b34ab19995db_01,ACC,miR-151a-3p
5600,5eb5ee1f-ecff-4427-b717-b91380c043ae,1787.977911,5eb5ee1f-ecff-4427-b717-b91380c043ae_01,ACC,miR-151a-3p
5601,5f3e2974-f1df-47a2-8a8a-29bb525eeef6,953.901223,5f3e2974-f1df-47a2-8a8a-29bb525eeef6_01,ACC,miR-151a-3p
5602,5f461197-15ed-43cf-9331-9e0efc4622a4,1129.727377,5f461197-15ed-43cf-9331-9e0efc4622a4_01,ACC,miR-151a-3p
5603,63b7b596-cb55-41dc-b862-a6c3a058dfe2,1262.714414,63b7b596-cb55-41dc-b862-a6c3a058dfe2_01,ACC,miR-151a-3p
5604,69f4f19c-08c8-4001-92a8-fed155c3b4fe,1335.026515,69f4f19c-08c8-4001-92a8-fed155c3b4fe_01,ACC,miR-151a-3p
5605,6d980941-219e-40a0-9b41-e84c3fb0bd1a,931.1655,6d980941-219e-40a0-9b41-e84c3fb0bd1a_01,ACC,miR-151a-3p
5606,70f1569e-f8f5-4f1d-bf18-d0586b29077d,1336.8376,70f1569e-f8f5-4f1d-bf18-d0586b29077d_01,ACC,miR-151a-3p
5607,71892706-f8b6-44e6-8de4-6cbb43f612e0,911.133155,71892706-f8b6-44e6-8de4-6cbb43f612e0_01,ACC,miR-151a-3p
5608,723eb689-7b4f-4758-bcdf-426b12508935,1051.383206,723eb689-7b4f-4758-bcdf-426b12508935_01,ACC,miR-151a-3p
5609,802dbd0d-ef07-4c91-ab8d-1dd39532e947,1223.371172,802dbd0d-ef07-4c91-ab8d-1dd39532e947_01,ACC,miR-151a-3p
5610,82940e94-ac74-4a9b-9da5-9e4b7d4d45c0,1705.456125,82940e94-ac74-4a9b-9da5-9e4b7d4d45c0_01,ACC,miR-151a-3p
5611,83e7b9f8-04a4-440f-aafc-7a8e9ddff284,1788.578277,83e7b9f8-04a4-440f-aafc-7a8e9ddff284_01,ACC,miR-151a-3p
5612,888a7158-2319-4563-849b-573705c72ab7,1730.998264,888a7158-2319-4563-849b-573705c72ab7_01,ACC,miR-151a-3p
